volume,pagina,book,value
5,349,Jb,33:17
5,350,Jb,33:24
5,353,Jb,33:25
5,355,Jb,33:26
5,357,Jb,34:6
5,359,Jb,34:14
5,360,Jb,34:18
5,362,Jb,34:20
5,364,Jb,34:23
5,366,Jb,34:26
5,367,Jb,34:27
5,368,Jb,34:29
5,370,Jb,34:30
5,372,Jb,34:31
5,374,Jb,34:32
5,376,Jb,34:37
5,377,Jb,35:3
5,379,Jb,35:15
5,381,Jb,36:5
5,383,Jb,36:7
5,386,Jb,36:14
5,387,Jb,36:16
5,389,Jb,36:17
5,391,Jb,36:19
5,393,Jb,36:20
5,394,Jb,36:21
5,396,Jb,36:27
5,397,Jb,36:28
5,398,Jb,36:29
5,400,Jb,36:30
5,404,Jb,36:32
5,406,Jb,36:33
5,408,Jb,37:5
5,409,Jb,37:6
5,411,Jb,37:13
5,412,Jb,37:20
5,415,Jb,37:22
5,416,Jb,37:24
5,418,Jb,38:8
5,419,Jb,38:11
5,421,Jb,38:14
5,423,Jb,38:17
5,424,Jb,38:20
5,425,Jb,38:24
5,427,Jb,38:27
5,428,Jb,38:34
5,430,Jb,38:36
5,433,Jb,38:41
5,434,Jb,39:1
5,435,Jb,39:10
5,437,Jb,39:12
5,440,Jb,39:13
5,443,Jb,39:19
5,446,Jb,39:25
5,447,Jb,40:5
5,448,Jb,40:13
5,450,Jb,40:15
5,451,Jb,40:19
5,453,Jb,40:20
5,455,Jb,40:23
5,456,Jb,40:24
5,457,Jb,40:29
5,459,Jb,41:1
5,461,Jb,41:2
5,463,Jb,41:3
5,465,Jb,41:4
5,468,Jb,41:5
5,470,Jb,41:7
5,472,Jb,41:12
5,473,Jb,41:17
5,475,Jb,42:3
5,477,Jb,42:4
5,478,Jb,42:6
5,482,Pr,1:10
5,483,Pr,1:16
5,485,Pr,1:19
5,487,Pr,1:21
5,489,Pr,1:27
5,491,Pr,2:9
5,492,Pr,2:17
5,494,Pr,2:18
5,496,Pr,2:22
5,498,Pr,3:3
5,499,Pr,3:4
5,501,Pr,3:8
5,503,Pr,3:10
5,505,Pr,3:12
5,507,Pr,3:24
5,509,Pr,3:35
5,511,Pr,4:5
5,511,Pr,4:6
5,512,Pr,4:7
5,514,Pr,5:2
5,516,Pr,5:7
5,519,Pr,5:9
5,520,Pr,5:16
5,522,Pr,5:19
5,526,Pr,6:2
5,528,Pr,6:3
5,530,Pr,6:5
5,532,Pr,6:11
5,534,Pr,6:24
5,536,Pr,6:25
5,538,Pr,7:6
5,539,Pr,7:9
5,542,Pr,7:17
5,543,Pr,7:22
5,547,Pr,7:24
5,548,Pr,8:12
5,549,Pr,8:13
5,550,Pr,8:14
5,552,Pr,8:16
5,554,Pr,8:23
5,557,Pr,8:28
5,558,Pr,8:29
5,561,Pr,8:30
5,565,Pr,8:31
5,567,Pr,8:32
5,568,Pr,9:1
5,569,Pr,9:6
5,571,Pr,9:9
5,573,Pr,9:13
5,575,Pr,10:10
5,577,Pr,10:18
5,578,Pr,10:21
5,580,Pr,10:28
5,581,Pr,10:29
5,583,Pr,11:7
5,585,Pr,11:15
5,586,Pr,11:16
5,589,Pr,11:19
5,591,Pr,11:23
5,593,Pr,11:25
5,595,Pr,11:28
5,596,Pr,11:30
5,598,Pr,12:9
5,600,Pr,12:12
5,602,Pr,12:13
5,603,Pr,12:16
5,605,Pr,12:26
5,606,Pr,12:27
5,608,Pr,12:28
5,615,Pr,13:1
5,618,Pr,13:2
5,620,Pr,13:11
5,623,Pr,13:14
5,625,Pr,13:15
5,633,Pr,13:16
5,634,Pr,13:17
5,636,Pr,14:1
5,637,Pr,14:3
5,639,Pr,14:9
5,641,Pr,14:14
5,643,Pr,14:17
5,644,Pr,14:21
5,646,Pr,14:24
5,648,Pr,14:25
5,649,Pr,14:32
5,651,Pr,14:33
5,652,Pr,15:2
5,654,Pr,15:19
5,656,Pr,15:26
5,657,Pr,16:11
5,659,Pr,16:13
5,660,Pr,16:16
5,662,Pr,16:30
5,664,Pr,17:22
5,668,Pr,18:1
5,670,Pr,18:3
5,671,Pr,18:16
5,672,Pr,18:18
5,674,Pr,18:19
5,675,Pr,18:24
5,677,Pr,19:7
5,679,Pr,19:16
5,681,Pr,19:27
5,683,Pr,19:29
5,685,Pr,20:16
5,688,Pr,20:21
5,689,Pr,20:23
5,690,Pr,20:27
5,692,Pr,20:28
5,694,Pr,20:30
5,695,Pr,21:4
5,698,Pr,21:5
5,699,Pr,21:6
5,701,Pr,21:20
5,703,Pr,21:21
5,705,Pr,21:26
5,706,Pr,21:27
5,708,Pr,21:29
5,710,Pr,22:8
5,712,Pr,22:10
5,714,Pr,22:11
5,715,Pr,22:17
5,718,Pr,22:20
5,719,Pr,22:21
5,721,Pr,22:27
5,722,Pr,23:5
5,725,Pr,23:7
5,727,Pr,23:18
5,729,Pr,23:26
5,730,Pr,23:28
5,732,Pr,23:31
5,733,Pr,23:34
5,736,Pr,23:35
5,738,Pr,24:5
5,740,Pr,24:10
5,741,Pr,24:12
5,743,Pr,24:14
5,745,Pr,24:21
5,747,Pr,24:22
5,748,Pr,24:31
5,749,Pr,24:34
5,750,Pr,25:4
5,751,Pr,25:8
5,753,Pr,25:13
5,754,Pr,25:18
5,757,Pr,25:19
5,758,Pr,25:20
5,761,Pr,25:27
5,763,Pr,26:6
5,764,Pr,26:7
5,766,Pr,26:10
5,768,Pr,26:17
5,770,Pr,26:21
5,771,Pr,26:23
5,773,Pr,26:28
5,774,Pr,27:6
5,776,Pr,27:9
5,778,Pr,27:13
5,779,Pr,27:14
5,780,Pr,27:17
5,782,Pr,27:22
5,783,Pr,27:24
5,785,Pr,27:27
5,786,Pr,28:2
5,788,Pr,28:3
5,790,Pr,28:5
5,791,Pr,28:10
5,793,Pr,28:16
5,794,Pr,28:18
5,795,Pr,28:23
5,797,Pr,29:6
5,799,Pr,29:10
5,801,Pr,29:18
5,802,Pr,30:1
5,805,Pr,30:14
5,806,Pr,30:17
5,808,Pr,30:23
5,809,Pr,30:24
5,810,Pr,30:28
5,812,Pr,31:1
5,813,Pr,31:2
5,814,Pr,31:3
5,816,Pr,31:4
5,817,Pr,31:15
5,818,Pr,31:17
5,819,Pr,31:21
5,821,Pr,31:31
5,824,Qo,2:8
5,825,Qo,2:12
5,828,Qo,2:15
5,830,Qo,2:24
5,832,Qo,2:25
5,834,Qo,3:12
5,836,Qo,3:16
5,838,Qo,3:17
5,840,Qo,3:18
5,842,Qo,3:19
5,844,Qo,4:3
5,845,Qo,4:10
5,848,Qo,4:17
5,850,Qo,5:8
5,852,Qo,5:15
5,854,Qo,5:16
5,856,Qo,5:17
5,858,Qo,6:10
5,860,Qo,7:7
5,862,Qo,7:18
5,864,Qo,7:25
5,866,Qo,8:1
5,867,Qo,8:2
5,870,Qo,8:10
5,874,Qo,8:12
5,876,Qo,9:1
5,877,Qo,9:2
5,881,Qo,9:3
5,883,Qo,9:9
5,885,Qo,9:12
5,887,Qo,9:14
5,889,Qo,9:18
5,891,Qo,10:1
5,893,Qo,10:6
5,895,Qo,10:10
5,896,Qo,10:15
5,898,Qo,12:3
5,900,Qo,12:4
5,902,Qo,12:5
5,905,Qo,12:6
5,906,Qo,12:10
5,908,Qo,12:13
5,911,Ct,1:4
5,912,Ct,1:5
5,913,Ct,1:7
5,915,Ct,2:5
5,917,Ct,2:7
5,919,Ct,2:13
5,921,Ct,3:1
5,921,Ct,3:2
5,922,Ct,3:5
5,923,Ct,3:10
5,924,Ct,4:1
5,926,Ct,4:5
5,927,Ct,4:8
5,928,Ct,4:10
5,930,Ct,4:12
5,932,Ct,4:13
5,933,Ct,4:15
5,935,Ct,5:6
5,936,Ct,5:11
5,937,Ct,5:13
5,940,Ct,6:4:10
5,942,Ct,6:12
5,945,Ct,7:6
5,946,Ct,7:7
5,947,Ct,7:10
5,949,Ct,8:2
5,951,Ct,8:5
5,953,Ct,8:9
5,954,Ct,8:13
1,181,Jos,18:15
1,191,Jos,18:13
1,199,Jos,21:35
1,204,Jos,19:30
1,269,Jg,20:33
1,295,1S,2:32
1,342,1S,20:12
1,378,2S,4:2
1,382,2S,4:12
