volume,pagina,book,value
3,360,Ez,16:4
3,361,Ez,16:6
3,362,Ez,16:7
3,365,Ez,16:15
3,366,Ez,16:16
3,367,Ez,16:17
3,367,Ez,16:18
3,367,Ez,16:19
3,368,Ez,16:30
3,370,Ez,16:32
3,371,Ez,16:36
3,372,Ez,16:38
3,373,Ez,16:43
3,374,Ez,16:45
3,378,Ez,16:50
3,379,Ez,16:51
3,379,Ez,16:52
3,380,Ez,16:53
3,381,Ez,16:57
3,383,Ez,16:61
3,384,Ez,17:5
3,387,Ez,17:7
3,389,Ez,17:9
3,390,Ez,17:21
3,392,Ez,17:22
3,393,Ez,17:23
3,395,Ez,18:7
3,396,Ez,18:9
3,397,Ez,18:10
3,401,Ez,18:13
3,402,Ez,18:14
3,404,Ez,18:17
3,405,Ez,18:26
3,406,Ez,18:31
3,407,Ez,18:32
3,408,Ez,19:4
3,409,Ez,19:7
3,413,Ez,19:9
3,417,Ez,19:10
3,421,Ez,19:11
3,423,Ez,19:14
3,425,Ez,20:37
3,427,Ez,20:39
3,428,Ez,20:44
3,429,Ez,21:7
3,430,Ez,21:15
3,433,Ez,21:20
3,441,Ez,21:21
3,443,Ez,21:25
3,444,Ez,21:27
3,446,Ez,21:28
3,447,Ez,21:29
3,448,Ez,21:32
3,449,Ez,21:33
3,450,Ez,21:34
3,451,Ez,22:3
3,452,Ez,22:4
3,453,Ez,22:12
3,454,Ez,22:16
3,455,Ez,22:18
3,456,Ez,22:24
3,457,Ez,22:25
3,459,Ez,23:21
3,461,Ez,23:23
3,462,Ez,23:24
3,464,Ez,23:33
3,465,Ez,23:34
3,466,Ez,23:38
3,466,Ez,23:39
3,467,Ez,23:42
3,469,Ez,23:44
3,470,Ez,23:48
3,471,Ez,24:5
3,473,Ez,24:10
3,476,Ez,24:12
3,477,Ez,24:13
3,478,Ez,24:14
3,479,Ez,24:17 & 22
3,480,Ez,25:5
3,481,Ez,25:8
3,482,Ez,25:9
3,483,Ez,26:1
3,484,Ez,26:2
3,485,Ez,26:15
3,487,Ez,26:17
3,489,Ez,26:20
3,492,Ez,27:6
3,493,Ez,27:8
3,494,Ez,27:15
3,495,Ez,27:16
3,497,Ez,27:17
3,498,Ez,27:19
3,501,Ez,27:23
3,502,Ez,27:24
3,503,Ez,28:3
3,504,Ez,28:9
3,506,Ez,28:14
3,507,Ez,29:3
3,510,Ez,29:5
3,511,Ez,29:7
3,513,Ez,30:5
3,514,Ez,30:9
3,516,Ez,30:15
3,516,Ez,30:16
3,517,Ez,30:17
3,518,Ez,30:18
3,519,Ez,30:21
3,520,Ez,31:5
3,521,Ez,31:11
3,522,Ez,31:15
3,523,Ez,31:17
3,524,Ez,32:1
3,527,Ez,32:5
3,528,Ez,32:9
3,529,Ez,32:18
3,531,Ez,32:20
3,533,Ez,32:22
3,533,Ez,32:23
3,534,Ez,32:24
3,534,Ez,32:25
3,535,Ez,32:26
3,536,Ez,32:27
3,538,Ez,32:28
3,539,Ez,32:32
3,542,Ez,33:12
3,543,Ez,33:15
3,544,Ez,33:31
3,545,Ez,33:32
3,546,Ez,34:3
3,547,Ez,34:4
3,549,Ez,34:16
3,551,Ez,34:23
3,552,Ez,34:26
3,553,Ez,34:29
3,554,Ez,34:31
3,555,Ez,35:6
3,557,Ez,35:8
3,558,Ez,35:11
3,559,Ez,36:3
3,560,Ez,36:5
3,562,Ez,36:13
3,563,Ez,36:14
3,564,Ez,36:15
3,565,Ez,36:20
3,567,Ez,37:11
3,568,Ez,37:23
3,569,Ez,37:26
3,570,Ez,38:7
3,571,Ez,38:8
3,572,Ez,38:14
3,573,Ez,38:17
3,575,Ez,38:21
3,576,Ez,39:11
3,578,Ez,39:14
3,580,Ez,39:16
3,581,Ez,39:26
3,582,Ez,40:2
3,583,Ez,40:6
3,585,Ez,40:7
3,586,Ez,40:8
3,586,Ez,40:9
3,587,Ez,40:11
3,588,Ez,40:13
3,589,Ez,40:14
3,592,Ez,40:19
3,593,Ez,40:20
3,594,Ez,40:22
3,596,Ez,40:23
3,597,Ez,40:24
3,598,Ez,40:27
3,599,Ez,40:30
3,600,Ez,40:36
3,601,Ez,40:37
3,602,Ez,40:38
3,604,Ez,40:43
3,608,Ez,40:44
3,611,Ez,40:48
3,613,Ez,40:49
3,615,Ez,41:1
3,616,Ez,41:7
3,619,Ez,41:9
3,620,Ez,41:15
3,622,Ez,41:16
3,626,Ez,41:17
3,626,Ez,41:18
3,627,Ez,41:20
3,627,Ez,41:21
3,628,Ez,41:22
3,630,Ez,41:26
3,632,Ez,42:2
3,634,Ez,42:3
3,635,Ez,42:4
3,636,Ez,42:8
3,637,Ez,42:10
3,638,Ez,42:12
3,641,Ez,42:16
3,645,Ez,43:3
3,646,Ez,43:7
3,649,Ez,43:10
3,650,Ez,43:11
3,652,Ez,43:12
3,653,Ez,43:13
3,655,Ez,44:2
3,656,Ez,44:7
3,657,Ez,44:8
3,658,Ez,44:19
3,659,Ez,44:26
3,660,Ez,44:28
3,662,Ez,45:1
3,664,Ez,45:5
3,665,Ez,45:8
3,666,Ez,45:12
3,667,Ez,45:14
3,669,Ez,45:15
3,670,Ez,45:20
3,671,Ez,46:14
3,673,Ez,46:16
3,674,Ez,46:17
3,675,Ez,46:22
3,678,Ez,47:1
3,679,Ez,47:2
3,680,Ez,47:8
3,682,Ez,47:94
3,683,Ez,47:9
3,684,Ez,47:13
3,687,Ez,47:15
3,688,Ez,47:16
3,689,Ez,47:17
3,693,Ez,47:18
3,695,Ez,48:1
3,697,Ez,48:10
3,698,Ez,48:11
3,699,Ez,48:18
3,700,Ez,48:21
3,701,Ez,48:22
3,702,Ez,48:28
3,704,Dn,1:2
3,705,Dn,1:21
3,706,Dn,2:34
3,707,Dn,2:40
3,708,Dn,2:41
3,708,Dn,2:42
3,709,Dn,3:7
3,711,Dn,3:28
3,712,Dn,4:6
3,713,Dn,4:7
3,714,Dn,4:20
3,715,Dn,4:30
3,716,Dn,4:32
3,717,Dn,5:11
3,718,Dn,5:14
3,719,Dn,5:28
3,720,Dn,7:7
3,721,Dn,7:17
3,724,Dn,8:2
3,725,Dn,8:3
3,726,Dn,8:8
3,728,Dn,8:11
3,730,Dn,8:12
3,733,Dn,8:13
3,734,Dn,8:14
3,735,Dn,8:21
3,736,Dn,8:24
3,737,Dn,9:17
3,738,Dn,9:22
3,739,Dn,9:23
3,740,Dn,10:1
3,741,Dn,10:5
3,742,Dn,10:13
3,743,Dn,10:19
3,744,Dn,11:1
3,746,Dn,11:5
3,747,Dn,11:6
3,750,Dn,11:7
3,751,Dn,11:16
3,752,Dn,11:17
3,754,Dn,11:18
3,755,Dn,11:22
3,756,Dn,11:26
3,758,Dn,11:35
3,759,Dn,11:39
3,760,Dn,11:41
3,762,Dn,12:4
3,763,Dn,12:6
3,764,Dn,12:13
3,766,Os,1:7
3,767,Os,2:3
3,768,Os,2:8
3,770,Os,2:18
3,772,Os,3:1
3,773,Os,3:2
3,774,Os,3:3
3,775,Os,4:4
3,777,Os,4:5
3,778,Os,4:7
3,780,Os,4:15
3,781,Os,4:17
3,782,Os,4:18
3,784,Os,4:19
3,786,Os,5:3
3,788,Os,5:7
3,790,Os,5:8
3,791,Os,5:11
3,793,Os,5:13
3,795,Os,6:5
3,796,Os,6:7
3,800,Os,6:9
3,802,Os,7:1
3,803,Os,7:5
3,807,Os,7:6
3,809,Os,7:12
3,811,Os,7:15
3,812,Os,7:16
3,814,Os,8:1
3,815,Os,8:2
3,816,Os,8:4
3,817,Os,8:5
3,818,Os,8:6
3,819,Os,8:10
3,821,Os,8:11
3,823,Os,8:13
3,827,Os,9:1
3,828,Os,9:2
3,831,Os,9:6
3,833,Os,9:8
3,835,Os,9:13
3,838,Os,10:5
3,841,Os,10:6
3,843,Os,10:7
3,844,Os,10:9
3,846,Os,10:10
3,851,Os,10:11
3,853,Os,10:13
3,854,Os,10:15
3,857,Os,11:2
3,858,Os,11:3
3,862,Os,11:4
3,863,Os,11:5
3,864,Os,11:10
3,865,Os,12:1
3,869,Os,12:2
3,870,Os,12:5
3,873,Os,12:9
3,874,Os,12:10
3,875,Os,12:12
3,876,Os,13:2
3,878,Os,13:6
3,880,Os,13:9
3,882,Os,13:10
3,883,Os,13:14
3,886,Os,13:15
3,889,Os,14:3
3,892,Os,14:8
3,893,Os,14:9
3,897,Jl,1:17
3,901,Jl,2:2
3,902,Jl,2:7
3,904,Jl,2:23
3,906,JI,3:5
3,907,Jl,4:11
3,909,Jl,4:21
3,911,Am,1:11
3,912,Am,2:2
3,915,Am,3:5
3,916,Am,3:11
3,918,Am,3:12
3,922,Am,4:3
3,925,Am,4:9
3,926,Am,4:13
3,929,Am,5:7
3,930,Am,5:9
3,932,Am,5:16
3,934,Am,5:26
3,937,Am,6:2
3,938,Am,6:10
3,940,Am,6:12
3,941,Am,6:13
3,942,Am,7:1
3,944,Am,7:4
3,946,Am,7:7
3,948,Am,8:3
3,950,Am,8:4
3,953,Am,8:8
3,955,Am,8:11
3,956,Am,8:12
3,957,Am,8:14
3,958,Am,9:1
3,962,Am,9:6
3,963,Am,9:11
3,966,Ab,1:3
3,967,Ab,1:4
3,968,Ab,1:12
3,969,Ab,1:17
3,970,Ab,1:20
3,973,Ab,1:21
3,976,Jon,1:8
3,977,Jon,2:5
3,978,Jon,3:8
3,980,Mi,1:2
3,981,Mi,1:5
3,983,Mi,1:7
3,985,Mi,1:9
3,986,Mi,1:10
3,989,Mi,1:11
3,992,Mi,1:12
3,994,Mi,1:13
3,995,Mi,1:14
3,997,Mi,1:15
3,998,Mi,2:4
3,1000,Mi,2:7
3,1002,Mi,2:8
3,1005,Mi,2:10
3,1007,Mi,2:11
3,1009,Mi,3:1
3,1010,Mi,3:3
3,1011,Mi,3:8
3,1012,Mi,3:12
3,1013,Mi,4:6
3,1015,Mi,4:14
3,1016,Mi,5:1
3,1018,Mi,5:3
3,1019,Mi,5:4
3,1020,Mi,5:5
3,1023,Mi,5:7
3,1024,Mi,6:2
3,1025,Mi,6:5
3,1026,Mi,6:8
3,1027,Mi,6:9
3,1030,Mi,6:10
3,1033,Mi,6:11
3,1035,Mi,6:12
3,1036,Mi,6:13
3,1037,Mi,6:16
3,1040,Mi,7:1
3,1041,Mi,7:3
3,1044,Mi,7:4
3,1046,Mi,7:12
3,1048,Mi,7:15
3,1050,Mi,7:18
3,1051,Mi,7:19
3,1053,Na,1:3
3,1054,Na,1:5
3,1056,Na,1:7
3,1057,Na,1:8
3,1060,Na,1:9
3,1061,Na,1:10
3,1063,Na,1:12
3,1065,Na,1:14
3,1067,Na,2:2
3,1069,Na,2:4
3,1073,Na,2:6
3,1074,Na,2:8
3,1077,Na,2:9
3,1079,Na,2:10
3,1080,Na,2:12
3,1081,Na,2:14
3,1084,Na,3:8
3,1087,Na,3:15
3,1088,Na,3:16
3,1089,Na,3:17
3,1090,Na,3:18
3,1092,Ha,1:5
3,1093,Ha,1:8
3,1097,Ha,1:9
3,1101,Ha,1:12
3,1104,Ha,1:17
3,1107,Ha,2:1
3,1110,Ha,2:4
3,1113,Ha,2:5
3,1115,Ha,2:6
3,1116,Ha,2:13
3,1118,Ha,2:15
3,1120,Ha,2:16
3,1124,Ha,2:17
3,1125,Ha,2:19
3,1126,Ha,3:1
3,1129,Ha,3:2
3,1132,Ha,3:4
3,1133,Ha,3:7
3,1134,Ha,3:8
3,1136,Ha,3:9
3,1138,Ha,3:10
3,1139,Ha,3:11
3,1140,Ha,3:13
3,1143,Ha,3:14
3,1146,Ha,3:16
3,1148,Ha,3:19
3,1150,So,1:3
3,1151,So,1:4
3,1152,So,1:5
3,1153,So,1:14
3,1155,So,2:2
3,1156,So,2:5
3,1157,So,2:6
3,1160,So,2:7
3,1163,So,2:9
3,1164,So,2:12
3,1165,So,2:14
3,1166,So,2:14
3,1168,So,3:1
3,1172,So,3:3
3,1173,So,3:6
3,1174,So,3:7
3,1175,So,3:8
3,1179,So,3:10
3,1181,So,3: 15
3,1182,So,3:17
3,1184,So,3:18
3,1189,So,3:19
3,1190,So,3:20
3,1192,Ag,1:2
3,1193,Ag,1:10
3,1194,Ag,1:11
3,1196,Ag,2:5
3,1197,Ag,2:6
3,1198,Ag,2:16
3,1199,Ag,2:17
3,1201,Ag,2:19
3,1202,Ag,2:22
3,1204,Za,1:8
3,1205,Za,2:2
3,1205,Za,2:4
3,1206,Za,2:7
3,1207,Za,2:12
3,1210,Za,2:15
3,1212,Za,3:2
3,1213,Za,3:4
3,1214,Za,3:5
3,1216,Za,3:9
3,1217,Za,4:2
3,1219,Za,4:7
3,1221,Za,4:10
3,1223,Za,4:12
3,1224,Za,5:3
3,1225,Za,5:4
3,1226,Za,5:6
3,1227,Za,5:11
3,1228,Za,6:3
3,1229,Za,6:6
3,1230,Za,6:7
3,1231,Za,6:10
3,1232,Za,6:11
3,1233,Za,6:13
3,1234,Za,6:14
3,1235,Za,7:2
3,1237,Za,8:9
3,1238,Za,8:10
3,1239,Za,9:1
3,1241,Za,9:6
3,1242,Za,9:7
3,1243,Za,9:8
3,1245,Za,9:10
3,1246,Za,9:12
3,1247,Za,9:13
3,1248,Za,9:15
3,1250,Za,9:16
3,1251,Za,10:1
3,1253,Za,10:9
3,1255,Za,10:11
3,1256,Za,10:12
3,1257,Za,11:7
3,1259,Za,11:10
3,1260,Za,11:13
3,1262,Za,11:16
3,1264,Za,12:2
3,1267,Za,12:5
3,1270,Za,12:6
3,1271,Za,13:5
3,1272,Za,14:5
3,1276,Za,14:5
3,1277,Za,14:6
3,1280,Za,14:10
3,1281,Za,14:18
3,1285,Mal,1:3
3,1286,Mal,1:6
3,1287,Mal,1:7
3,1288,Mal,1:8
3,1289,Mal,1:12
3,1291,Mal,1:13
3,1293,Mal,1:14
3,1294,Mal,2:3
3,1296,Mal,2:12
3,1298,Mal,2:15
3,1300,Mal,2:15
3,1301,Mal,2:16
3,1304,Mal,3:5
3,1305,Mal,3:8
3,1306,Mal,3:9
4,50,Ps,1:4
4,52,Ps,2:11
4,53,Ps,2:12
4,54,Ps,4:3
4,56,Ps,4:4
4,58,Ps,4:5
4,59,Ps,6:8
4,61,Ps,7:7
4,63,Ps,7:8
4,66,Ps,7:11
4,68,Ps,7:12
4,69,Ps,8:2
4,72,Ps,8:3
4,74,Ps,9:2
4,75,Ps,9:7
4,76,Ps,9:8
4,77,Ps,9:14
4,78,Ps,9:17
4,81,Ps,10:3
4,84,Ps,10:5
4,86,Ps,10:6
4,86,Ps,10:7
4,87,Ps,10:8
4,89,Ps,10:10
4,91,Ps,11:1
4,92,Ps,11:4
4,94,Ps,11:6
4,96,Ps,12:2
4,98,Ps,12:7
4,100,Ps,12:8
4,102,Ps,13:3
4,103,Ps,13:6
4,105,Ps,14:5
4,108,Ps,16:2
4,112,Ps,16:3
4,117,Ps,16:4
4,120,Ps,17:3
4,122,Ps,17:11
4,124,Ps,17:14
4,127,Ps,18:2
4,128,Ps,18:5
4,131,Ps,18:11
4,132,Ps,18:12
4,135,Ps,18:13
4,138,Ps,18:14
4,140,Ps,18:16
4,142,Ps,18:25
4,145,Ps,18:28
4,147,Ps,18:30
4,150,Ps,18:33
4,152,Ps,18:34
4,154,Ps,18:36
4,157,Ps,18:42
4,159,Ps,18:43
4,161,Ps,18:44
4,164,Ps,18:46
4,165,Ps,19:5
4,167,Ps,19:11
4,168,Ps,19:15
4,170,Ps,20:10
4,172,Ps,22:9
4,173,Ps,22:16
4,176,Ps,22:17
4,181,Ps,22:22
4,183,Ps,22:30
4,184,Ps,22:30
4,188,Ps,24:1
4,190,Ps,24:6
4,192,Ps,25:7
4,194,Ps,25:17
4,196,Ps,25:21
4,205,Ps,26:8
4,206,Ps,26:12
4,208,Ps,27:8
4,209,Ps,28:7
4,212,Ps,28:8
4,214,Ps,29:9
4,215,Ps,30:8
4,217,Ps,30:13
4,218,Ps,31:2
4,220,Ps,31:7
4,223,Ps,31:10
4,224,Ps,31:11
4,226,Ps,31:12
4,228,Ps,31:22
4,229,Ps,31:23
4,233,Ps,32:4
4,236,Ps,32:5
4,237,Ps,32:6
4,239,Ps,32:7
4,241,Ps,33:7
4,243,Ps,34:6
4,244,Ps,35:3
4,247,Ps,35:7
4,249,Ps,35:8
4,252,Ps,35:12
4,253,Ps,35:15
4,255,Ps,35:16
4,258,Ps,36:2
4,260,Ps,36:3
4,262,Ps,36:8
4,263,Ps,37:16
4,264,Ps,37:20
4,271,Ps,37:28
4,273,Ps,37:35
4,276,Ps,37:36
4,278,Ps,38:3
4,279,Ps,38:20
4,281,Ps,39:3
4,282,Ps,39:7
4,284,Ps,40:8
4,285,Ps,40:9
4,286,Ps,40:10
4,287,Ps,41:2
4,289,Ps,41:3
4,291,Ps,41:10
4,292,Ps,42:2
4,294,Ps,42:3
4,296,Ps,42:5
4,301,Ps,42:6
4,302,Ps,42:7
4,305,Ps,42:11
4,306,Ps,43:4
4,308,Ps,44:5
4,310,Ps,44:20
4,312,Ps,45:5
4,315,Ps,45:10
4,317,Ps,45:14
4,321,Ps,46:5
4,323,Ps,46:10
4,325,Ps,47:7
4,327,Ps,47:10
4,330,Ps,48:8
4,332,Ps,48:15
4,336,Ps,49:8
4,338,Ps,49:11
4,341,Ps,49:12
4,344,Ps,49:13
4,348,Ps,49:14
4,350,Ps,49:15
4,353,Ps,50:11
4,354,Ps,50:18
4,356,Ps,50:23
4,359,Ps,51:10
4,361,Ps,51:19
4,364,Ps,51:21
4,365,Ps,52:3
4,367,Ps,52:9
4,369,Ps,52:11
4,371,Ps,53:6
4,373,Ps,54:5
4,376,Ps,55:4
4,378,Ps,55:7
4,379,Ps,55:10
4,381,Ps,55:13
4,383,Ps,55:15
4,386,Ps,55:19
4,389,Ps,56:1
4,393,Ps,56:3
4,396,Ps,56:7
4,402,Ps,56:9
4,406,Ps,56:11
4,409,Ps,57:7
4,411,Ps,57:9
4,413,Ps,58:8
4,416,Ps,58:10
4,418,Ps,59:8
4,420,Ps,59:10
4,427,Ps,59:12
4,429,Ps,59:16
4,431,Ps,60:6
4,433,Ps,60:7
4,436,Ps,60:8
4,439,Ps,60:11
4,442,Ps,60:12
4,445,Ps,61:3
4,447,Ps,61:6
4,448,Ps,62:3
4,450,Ps,62:5
4,452,Ps,64:5
4,453,Ps,64:6
4,457,Ps,64:7
4,460,Ps,64:9
4,462,Ps,65:2
4,466,Ps,65:4
4,468,Ps,65:6
4,469,Ps,65:8
4,471,Ps,66:12
4,474,Ps,67:5
4,476,Ps,68:3
4,479,Ps,68:5
4,481,Ps,68:9
4,484,Ps,68:12
4,485,Ps,68:18
4,487,Ps,68:19
4,489,Ps,68:24
4,491,Ps,68:27
4,494,Ps,68:28
4,498,Ps,68:29
4,500,Ps,68:31
4,507,Ps,68:32
4,514,Ps,68:33
4,516,Ps,68:36
4,519,Ps,69:5
4,521,Ps,69:11
4,522,Ps,69:13
4,524,Ps,69:14
4,525,Ps,69:15
4,527,Ps,69:23
4,529,Ps,69:27
4,531,Ps,69:33
4,533,Ps,69:36
4,534,Ps,70:2
4,536,Ps,70:4
4,538,Ps,71:3
4,541,Ps,71:10
4,543,Ps,71:13
4,544,Ps,71:15
4,546,Ps,71:18
4,548,Ps,72:3
4,549,Ps,72:5
4,551,Ps,72:7
4,553,Ps,72:9
4,557,Ps,72:12
4,559,Ps,72:16
4,561,Ps,72:17
4,564,Ps,73:1
4,566,Ps,73:4
4,568,Ps,73:7
4,569,Ps,73:10
4,571,Ps,73:12
4,573,Ps,73:15
4,574,Ps,73:20
4,576,Ps,73:26
4,577,Ps,73:28
4,579,Ps,74:2
4,580,Ps,74:3
4,582,Ps,74:5
4,585,Ps,74:9
4,586,Ps,74:11
4,588,Ps,74:19
4,590,Ps,74:20
4,592,Ps,75:2
4,594,Ps,75:6
4,596,Ps,75:7
4,598,Ps,75:9
4,600,Ps,75:10
4,602,Ps,75:11
4,604,Ps,76:4
4,605,Ps,76:5
4,608,Ps,76:11
4,610,Ps,76:12
4,611,Ps,77:3
4,613,Ps,77:7
4,616,Ps,77:11
4,618,Ps,77:12
4,620,Ps,78:28
4,621,Ps,78:34
4,623,Ps,78:48
4,624,Ps,78:71
4,625,Ps,79:11
4,628,Ps,80:3
4,629,Ps,80:16
4,631,Ps,81:6
4,633,Ps,81:17
4,636,Ps,83:11
4,637,Ps,83:19
4,639,Ps,84:7
4,642,Ps,84:8
4,643,Ps,84:11
4,645,Ps,85:9
4,647,Ps,85:14
4,649,Ps,86:9
4,650,Ps,87:4
4,651,Ps,87:5
4,653,Ps,87:7
4,655,Ps,88:2
4,656,Ps,88:6
4,659,Ps,88:19
4,661,Ps,89:2
4,663,Ps,89:3
4,666,Ps,89:8
4,667,Ps,89:9
4,669,Ps,89:13
4,671,Ps,89:17
4,672,Ps,89:20
4,674,Ps,89:38
4,675,Ps,89:44
4,677,Ps,89:45
4,680,Ps,89:48
4,682,Ps,89:51
4,684,Ps,90:2
4,686,Ps,90:6
4,688,Ps,90:10
4,692,Ps,90:17
4,695,Ps,91:3
4,697,Ps,91:9
4,700,Ps,92:10
4,704,Ps,92:11
4,705,Ps,92:12
4,706,Ps,93:1
4,710,Ps,93:2
4,711,Ps,93:4
4,713,Ps,94:10
4,714,Ps,94:15
4,716,Ps,95:7
4,719,Ps,95:10
4,720,Ps,97:10
4,722,Ps,97:11
4,724,Ps,99:4
4,726,Ps,100:3
4,728,Ps,101:2
4,730,Ps,101:3
4,731,Ps,102:8
4,733,Ps,102:9
4,734,Ps,102:14
4,736,Ps,102:24
4,737,Ps,102:25
4,739,Ps,103:5
4,741,Ps,104:17
4,744,Ps,104:35
4,748,Ps,105:6
4,749,Ps,105:22
4,751,Ps,105:27
4,753,Ps,105:28
4,755,Ps,105:36
4,756,Ps,105:40
4,758,Ps,106:7
4,760,Ps,106:20
4,763,Ps,106:27
4,765,Ps,106:43
4,766,Ps,107:3
4,768,Ps,107:17
4,769,Ps,107:20
4,770,Ps,107:39
4,771,Ps,108:5
4,773,Ps,109:4
4,775,Ps,109:7
4,776,Ps,109:10
4,779,Ps,109:14
4,781,Ps,109:17
4,783,Ps,109:28
4,784,Ps,110:3
4,797,Ps,110:6
4,799,Ps,111:10
4,801,Ps,115:3
4,802,Ps,115:9
4,806,Ps,115:18
4,807,Ps,116:2
4,808,Ps,116:3
4,810,Ps,116:8
4,812,Ps,116:10
4,815,Ps,116:16
4,816,Ps,118:5
4,818,Ps,118:10
4,818,Ps,118:11
4,819,Ps,118:12
4,821,Ps,118:13
4,822,Ps,118:16
4,824,Ps,118:27
4,825,Ps,118:28
4,826,Ps,119:14
4,828,Ps,119:24
4,829,Ps,119:37
4,837,Ps,119:43
4,839,Ps,119:47
4,840,Ps,119:48
4,841,Ps,119:82
4,843,Ps,119:85
4,844,Ps,119:96
4,845,Ps,119:117
4,848,Ps,119:119
4,850,Ps,119:128
4,852,Ps,119:150
4,854,Ps,119:169
4,855,Ps,122:6
4,856,Ps,124:3
4,857,Ps,127:2
4,859,Ps,131:2
4,861,Ps,132:15
4,863,Ps,134:1
4,864,Ps,135:3
4,866,Ps,135:7
4,867,Ps,135:17
4,868,Ps,136:4
4,869,Ps,136:15
4,871,Ps,137:3
4,874,Ps,137:8
4,876,Ps,138:1
4,878,Ps,138:2
4,883,Ps,138:6
4,884,Ps,139:9
4,886,Ps,139:11
4,887,Ps,139:12
4,889,Ps,139:14
4,891,Ps,139:16
4,894,Ps,139:18
4,895,Ps,139:20
4,900,Ps,140:6
4,902,Ps,140:9
4,905,Ps,141:4
4,907,Ps,141:5
4,911,Ps,141:7
4,913,Ps,142:5
4,916,Ps,143:10
4,918,Ps,144:2
4,921,Ps,144:12
4,923,Ps,145:5
4,926,Ps,145:13
4,928,Ps,146:6
4,929,Ps,147:1
4,932,Ps,147:8
4,934,Ps,147:17
4,935,Ps,147:20
5,31,Jb,1:5
5,33,Jb,2:1
5,35,Jb,2:12
5,36,Jb,3:6
5,41,Jb,3:8
5,43,Jb,3:22
5,45,Jb,4:21
5,49,Jb,5:3
5,51,Jb,5:5
5,56,Jb,5:7
5,58,Jb,5:15
5,60,Jb,5:22
5,61,Jb,6:10
5,62,Jb,6:14
5,65,Jb,6:21
5,68,Jb,7:4
5,71,Jb,7:5
5,72,Jb,7:20
5,75,Jb,8:6
5,76,Jb,8:17
5,77,Jb,8:21
5,79,Jb,9:17
5,80,Jb,9:19
5,82,Jb,9:20
5,83,Jb,9:24
5,84,Jb,9:30
5,85,Jb,9:31
5,86,Jb,9:33
5,88,Jb,10:8
5,89,Jb,10:9
5,90,Jb,10:15
5,92,Jb,10:16
5,93,Jb,10:20
5,96,Jb,11:2
5,97,Jb,11:4
5,98,Jb,11:6
5,99,Jb,11:8
5,100,Jb,11:10
5,102,Jb,11:11
5,103,Jb,11:12
5,105,Jb,11:17
5,108,Jb,11:18
5,109,Jb,11:19
5,110,Jb,12:2
5,112,Jb,12:6
5,113,Jb,12:8
5,115,Jb,12:17
5,117,Jb,12:18
5,119,Jb,13:14
5,121,Jb,13:27
5,122,Jb,13:28
5,123,Jb,14:3
5,125,Jb,14:4
5,126,Jb,14:6
5,129,Jb,14:12
5,130,Jb,15:22
5,132,Jb,15:23
5,133,Jb,15:24
5,135,Jb,15:29
5,138,Jb,15:30
5,140,Jb,15:31
5,142,Jb,15:32
5,145,Jb,16:7
5,146,Jb,16:8
5,148,Jb,16:20
5,150,Jb,17:1
5,151,Jb,17:4
5,153,Jb,17:7
5,154,Jb,17:11
5,156,Jb,17:12
5,157,Jb,17:15
5,159,Jb,17:16
5,162,Jb,18:2
5,164,Jb,18:3
5,166,Jb,18:4
5,167,Jb,18:12
5,170,Jb,18:13
5,173,Jb,18:15
5,178,Jb,19:12
5,180,Jb,19:13
5,182,Jb,19:20
5,184,Jb,19:24
5,186,Jb,19:26
5,189,Jb,19:29
5,191,Jb,20:2
5,193,Jb,20:10
5,194,Jb,20:17
5,196,Jb,20:18
5,197,Jb,20:19
5,199,Jb,20:23
5,201,Jb,20:25
5,203,Jb,20:26
5,205,Jb,20:29
5,207,Jb,21:8
5,209,Jb,21:11
5,210,Jb,21:16
5,213,Jb,21:17
5,215,Jb,21:33
5,217,Jb,22:8
5,218,Jb,22:11
5,220,Jb,22:12
5,222,Jb,22:23
5,224,Jb,22:29
5,227,Jb,22:30
5,230,Jb,23:2
5,233,Jb,23:7
5,235,Jb,23:9
5,237,Jb,23:12
5,240,Jb,23:13
5,242,Jb,23:17
5,244,Jb,24:1
5,246,Jb,24:2
5,247,Jb,24:5
5,250,Jb,24:9
5,252,Jb,24:11
5,254,Jb,24:12
5,258,Jb,24:14
5,260,Jb,24:18
5,263,Jb,24:19
5,265,Jb,24:20
5,267,Jb,24:21
5,269,Jb,24:24
5,271,Jb,25:3
5,273,Jb,25:5
5,274,Jb,26:9
5,276,Jb,27:8
5,278,Jb,27:18
5,279,Jb,27:19
5,281,Jb,27:20
5,282,Jb,28:3
5,283,Jb,28:4
5,285,Jb,28:11
5,288,Jb,28:12
5,289,Jb,28:13
5,290,Jb,28:27
5,292,Jb,29:4
5,293,Jb,29:12
5,294,Jb,29:18
5,300,Jb,29:20
5,301,Jb,29:25
5,303,Jb,30:3
5,305,Jb,30:11
5,307,Jb,30:12
5,308,Jb,30:13
5,310,Jb,30:17
5,311,Jb,30:18
5,313,Jb,30:20
5,315,Jb,30:24
5,318,Jb,30:28
5,319,Jb,31:12
5,321,Jb,31:18
5,323,Jb,31:21
5,325,Jb,31:23
5,326,Jb,31:32
5,330,Jb,31:33
5,331,Jb,31:35
5,333,Jb,32:3
5,334,Jb,32:4
5,336,Jb,32:13
5,337,Jb,32:14
5,338,Jb,32:19
5,340,Jb,32:21
5,342,Jb,33:3
5,343,Jb,33:6
5,345,Jb,33:13
5,346,Jb,33:16
