book,chapter,verse,word_index,Qere,Ketiv,Strongs Q,Parsing Q,Strongs K,Parsing K
Ezk,35,12,15,שָׁמֵ֑מוּ,"K= sha.Me.mah (שָׁמֵמָה) ""it has been desolated"" (H8074G=HVqp3fs)",H8074G,HVqp3cp,H8074G,HVqp3fs
Ezk,36,13,12,גּוֹיַ֖יִ/ךְ,"K= go.ye/kh (גּוֹיֵ/ךְ) ""nation/ your"" (H1471A/H9022=HNcmsc/Sp2fs)",H1471A H9022,HNcmpc Sp2fs,H1471A H9022,HNcmsc Sp2fs
Ezk,36,14,6,וְ/גוֹיַ֖יִ/ךְ,"K= ve./go.ye/kh (וְ/גוֹיֵ/ךְ) ""and/ nation/ your"" (H9002/H1471A/H9022=HC/Ncmsc/Sp2fs)",H1471A H9022,Ncmpc Sp2fs,H1471A H9022,Ncmsc Sp2fs
Ezk,36,15,12,וְ/גוֹיַ֙יִ/ךְ֙,"K= ve./go.ye/kh (וְ/גוֹיֵ/ךְ) ""and/ nation/ your"" (H9002/H1471A/H9022=HC/Ncmsc/Sp2fs)",H1471A H9022,Ncmpc Sp2fs,H1471A H9022,Ncmsc Sp2fs
Ezk,37,16,13,חֲבֵרָ֑י/ו,"K= cha.ve.ro/v (חֲבֵר/וֹ) ""associate/ its"" (H2270/H9023=HNcmsc/Sp3ms)",H2270 H9023,HNcmpc Sp3ms,H2270 H9023,HNcmsc Sp3ms
Ezk,37,16,25,חֲבֵרָֽי/ו\׃,"K= cha.ve.ro/v (חֲבֵר/וֹ\׃) ""associate/ its"" (H2270/H9023\H9016=HNcmsc/Sp3ms)",H2270 H9023 H9016,HNcmpc Sp3ms,H2270 H9023 H9016,HNcmsc Sp3ms
Ezk,37,19,18,חֲבֵרָ֑י/ו,"K= chev.ro/v (חֲבֵר/וֹ) ""associate/ its"" (H2270/H9023=HNcmsc/Sp3ms)",H2270 H9023,HNcmpc Sp3ms,H2270 H9023,HNcmsc Sp3ms
Ezk,37,22,14,יִֽהְיוּ,"K= yih.yeh- (יִהְיֶה) ""it will become"" (H1961=HVqi3ms)",H1961,HVqi3mp,H1961,HVqi3ms
Ezk,39,11,24,הֲמוֹנ֔/וֹ,"K= ha.mo.No/h (הֲמוֹנֹ֔/ה) ""multitude/ his"" (H1995A/H9023=HNcbsc/Sp3ms)",H1995A H9023,HNcmsc Sp3ms,H1995A H9023,HNcbsc Sp3ms
Ezk,40,6,9,בְּ/מַֽעֲלוֹתָ֑י/ו,"K= be./ma.'a.lo.to/v (בְּ/מַעֲלוֹת/וֹ) ""on/ step/ its"" (H9003/H4609B/H9023=HR/Ncfsc/Sp3ms)",H9003 H4609B H9023,HR Ncfpc Sp3ms,H9003 H4609B H9023,HR Ncfsc Sp3ms
Ezk,40,9,7,וְ/אֵילָ֖י/ו,"K= ve./'ei.lo/v (וְ/אֵיל/וֹ) ""and/ pillar/ its"" (H9002/H0352B/H9023=HC/Ncmsc/Sp3ms)",H0352B H9023,Ncmpc Sp3ms,H0352B H9023,Ncmsc Sp3ms
Ezk,40,15,4,הָֽ/אִית֔וֹן,"K= hai./yo.ton (הַ/יֹּאתוֹן) ""the/ entrance"" (H9009/H2978=HTd/Ncbsa)",H2978,HTd Ncmsa,H2978,HTd Ncbsa
Ezk,40,21,1,וְ/תָאָ֗י/ו,"K= ve./ta.'o/v (וְ/תָא/וֹ) ""and/ chamber/ its"" (H9002/H8372/H9023=HC/Ncmsc/Sp3ms)",H8372 H9023,Ncmpc Sp3ms,H8372 H9023,Ncmsc Sp3ms
Ezk,40,21,6,וְ/אֵילָ֤י/ו,"K= ve./'ei.lo/v (וְ/אֵיל/וֹ) ""and/ pillar/ its"" (H9002/H0352B/H9023=HC/Ncmsc/Sp3ms)",H0352B H9023,Ncmpc Sp3ms,H0352B H9023,Ncmsc Sp3ms
Ezk,40,21,7,וְ/אֵֽלַמָּי/ו֙,"K= ve./'e.la.mo/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,22,1,וְ/חַלּוֹנָ֤י/ו,"K= ve./cha.lo.no/v (וְ/חַלּוֹנ/וֹ) ""and/ window/ its"" (H9002/H2474/H9023=HC/Ncmsc/Sp3ms)",H2474 H9023,Ncmpc Sp3ms,H2474 H9023,Ncmsc Sp3ms
Ezk,40,22,2,וְ/אֵֽלַמָּי/ו֙,"K= ve./'e.la.mo/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,22,3,וְ/תִ֣מֹרָ֔י/ו,"K= ve./ti.mo.ro/v (וְ/תִמֹר/וֹ) ""and/ palm tree/ its"" (H9002/H8561/H9023=HC/Ncmsc/Sp3ms)",H8561 H9023,Ncmpc Sp3ms,H8561 H9023,Ncmsc Sp3ms
Ezk,40,22,14,וְ/אֵֽילַמָּ֖י/ו,"K= ve./'ei.la.mo/v (וְ/אֵילַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,24,9,אֵילָי/ו֙,"K= 'ei.lo/v (אֵיל/וֹ) ""pillar/ its"" (H0352B/H9023=HNcmsc/Sp3ms)",H0352B H9023,HNcmpc Sp3ms,H0352B H9023,HNcmsc Sp3ms
Ezk,40,24,10,וְ/אֵ֣ילַמָּ֔י/ו,"K= ve./'ei.la.mo/v (וְ/אֵילַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,25,3,וּ/לְ/אֵֽילַמָּי/ו֙,"K= u./le./'ei.la.mo/v (וּ/לְ/אֵילַמּ/וֹ) ""and/ to/ porch/ its"" (H9002/H9005/H0361/H9023=HC/R/Ncmsc/Sp3ms)",H9005 H0361 H9023,R Ncmpc Sp3ms,H9005 H0361 H9023,R Ncmsc Sp3ms
Ezk,40,26,3,עֹֽלוֹתָ֔י/ו,"K= o.lo.to/v (עֹלוֹת/וֹ) ""stairway/ its"" (H5930B/H9023=HVqrfsc/Sp3ms)",H5930B H9023,HVqrfpc Sp3ms,H5930B H9023,HVqrfsc Sp3ms
Ezk,40,26,4,וְ/אֵֽלַמָּ֖י/ו,"K= ve./'e.la.mo/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,26,13,אֵילָֽי/ו\׃,"K= 'ei.lo/v (אֵיל/וֹ\׃) ""pillar/ its"" (H0352B/H9023\H9016=HNcmsc/Sp3ms)",H0352B H9023 H9016,HNcmpc Sp3ms,H0352B H9023 H9016,HNcmsc Sp3ms
Ezk,40,29,1,וְ/תָאָ֞י/ו,"K= ve./ta.'o/v (וְ/תָא/וֹ) ""and/ chamber/ its"" (H9002/H8372/H9023=HC/Ncmsc/Sp3ms)",H8372 H9023,Ncmpc Sp3ms,H8372 H9023,Ncmsc Sp3ms
Ezk,40,29,2,וְ/אֵילָ֤י/ו,"K= ve./'ei.lo/v (וְ/אֵיל/וֹ) ""and/ pillar/ its"" (H9002/H0352B/H9023=HC/Ncmsc/Sp3ms)",H0352B H9023,Ncmpc Sp3ms,H0352B H9023,Ncmsc Sp3ms
Ezk,40,29,3,וְ/אֵֽלַמָּי/ו֙,"K= ve./'e.la.mo/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,29,8,וּ/לְ/אֵלַמָּ֖י/ו,"K= u./le./'e.la.mo/v (וּ/לְ/אֵלַמּ/וֹ) ""and/ to/ porch/ its"" (H9002/H9005/H0361/H9023=HC/R/Ncmsc/Sp3ms)",H9005 H0361 H9023,R Ncmpc Sp3ms,H9005 H0361 H9023,R Ncmsc Sp3ms
Ezk,40,31,1,וְ/אֵלַמָּ֗י/ו,"K= ve./'e.la.Ma/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,31,7,אֵילָ֑י/ו,"K= 'ei.lo/v (אֵיל/וֹ) ""pillar/ its"" (H0352B/H9023=HNcmsc/Sp3ms)",H0352B H9023,HNcmpc Sp3ms,H0352B H9023,HNcmsc Sp3ms
Ezk,40,31,10,מַעֲלָֽי/ו\׃,"K= ma.'a.lo/v (מַעֲל/וֹ\׃) ""ascent/ its"" (H4608/H9023\H9016=HNcmsc/Sp3ms)",H4608 H9023 H9016,HNcmpc Sp3ms,H4608 H9023 H9016,HNcmsc Sp3ms
Ezk,40,33,1,וְ/תָאָ֞י/ו,"K= ve./ta.'o/v (וְ/תָא/וֹ) ""and/ chamber/ its"" (H9002/H8372/H9023=HC/Ncmsc/Sp3ms)",H8372 H9023,Ncmpc Sp3ms,H8372 H9023,Ncmsc Sp3ms
Ezk,40,33,2,וְ/אֵלָ֤י/ו,"K= ve./'e.lo/v (וְ/אֵל/וֹ) ""and/ pillar/ its"" (H9002/H0352B/H9023=HC/Ncmsc/Sp3ms)",H0352B H9023,Ncmpc Sp3ms,H0352B H9023,Ncmsc Sp3ms
Ezk,40,33,3,וְ/אֵֽלַמָּי/ו֙,"K= ve./'e.la.mo/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,33,8,וּ/לְ/אֵלַמָּ֖י/ו,"K= u./le./'e.la.mo/v (וּ/לְ/אֵלַמּ/וֹ) ""and/ to/ porch/ its"" (H9002/H9005/H0361/H9023=HC/R/Ncmsc/Sp3ms)",H9005 H0361 H9023,R Ncmpc Sp3ms,H9005 H0361 H9023,R Ncmsc Sp3ms
Ezk,40,34,1,וְ/אֵלַמָּ֗י/ו,"K= ve./'e.la.mo/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,34,11,מַעֲלָֽי/ו\׃,"K= ma.'a.lo/v (מַעֲל/וֹ\׃) ""ascent/ its"" (H4608/H9023\H9016=HNcmsc/Sp3ms)",H4608 H9023 H9016,HNcmpc Sp3ms,H4608 H9023 H9016,HNcmsc Sp3ms
Ezk,40,36,1,תָּאָי/ו֙,"K= ta.'o/v (תָּא/וֹ) ""chamber/ its"" (H8372/H9023=HNcmsc/Sp3ms)",H8372 H9023,HNcmpc Sp3ms,H8372 H9023,HNcmsc Sp3ms
Ezk,40,36,3,וְ/אֵֽלַמָּ֔י/ו,"K= ve./'e.la.mo/v (וְ/אֵלַמּ/וֹ) ""and/ porch/ its"" (H9002/H0361/H9023=HC/Ncmsc/Sp3ms)",H0361 H9023,Ncmpc Sp3ms,H0361 H9023,Ncmsc Sp3ms
Ezk,40,37,1,וְ/אֵילָ֗י/ו,"K= ve./'ei.lo/v (וְ/אֵיל/וֹ) ""and/ pillar/ its"" (H9002/H0352B/H9023=HC/Ncmsc/Sp3ms)",H0352B H9023,Ncmpc Sp3ms,H0352B H9023,Ncmsc Sp3ms
Ezk,40,37,6,אֵילָ֖י/ו,"K= 'ei.lo/v (אֵיל/וֹ) ""pillar/ its"" (H0352B/H9023=HNcmsc/Sp3ms)",H0352B H9023,HNcmpc Sp3ms,H0352B H9023,HNcmsc Sp3ms
Ezk,40,37,11,מַעֲלָֽי/ו\׃,"K= ma.'a.lo/v (מַעֲל/וֹ\׃) ""ascent/ its"" (H4608/H9023\H9016=HNcmsc/Sp3ms)",H4608 H9023 H9016,HNcmpc Sp3ms,H4608 H9023 H9016,HNcmsc Sp3ms
Ezk,42,9,2,הַ/לְּשָׁכ֣וֹת,"K= le.sha.khot (לְּשָׁכוֹת) ""rooms"" (H3957=HNcfpa)",H3957,HTd Ncfpa,H3957,HNcfpa
Ezk,42,14,18,וְ/לָבְשׁוּ֙,"K= yil.be.shu (יִלְבְּשׁוּ) ""they will put on"" (H3847=HVqi3mp)",H3847,Vqq3cp,H3847,HVqi3mp
Ezk,43,11,12,צֽוּרֹתָ֡י/ו,"K= tzu.ro.Ta/v (צוּרָת/וֹ) ""design/ its"" (H6699/H9023=HNcfsc/Sp3ms)",H6699 H9023,HNcfpc Sp3ms,H6699 H9023,HNcfsc Sp3ms
Ezk,43,11,19,תּוֹרֹתָי/ו֙,"K= to.ro.to/v (תּוֹרֹת/וֹ) ""law/ its"" (H8451/H9023=HNcfsc/Sp3ms)",H8451 H9023,HNcfpc Sp3ms,H8451 H9023,HNcfsc Sp3ms
Ezk,43,15,4,וּ/מֵ/הָ/אֲרִיאֵ֣ל,"K= u./me./ha./'a.ri.'eil (וּ/מֵ/הָ/אֲרִאֵ֣יל) ""and/ [are] from/ the/ altar hearth"" (H9002/H9006/H9009/H0741=HC/R/Td/Ncbsa)",H9006  H0741,R Td Ncmsa,H9006  H0741,R Td Ncbsa
Ezk,43,16,1,וְ/הָ/אֲרִיאֵ֗ל,"K= ve./ha./'a.ri.'eil (וְ/הָ/אֲרִאֵיל) ""and/ the/ altar hearth"" (H9002/H9009/H0741=HC/Td/Ncbsa)",H0741,Td Ncmsa,H0741,Td Ncbsa
Ezk,43,26,9,יָדָֽי/ו\׃,"K= ya.do/v (יָד/וֹ\׃) ""hand/ its"" (H3027R/H9023\H9016=HNcbsc/Sp3ms)",H3027R H9023 H9016,HNcbdc Sp3ms,H3027R H9023 H9016,HNcbsc Sp3ms
Ezk,44,5,23,תּֽוֹרֹתָ֑י/ו,"K= to.ro.to/v (תּוֹרֹת/וֹ) ""law/ its"" (H8451/H9023=HNcfsc/Sp3ms)",H8451 H9023,HNcfpc Sp3ms,H8451 H9023,HNcfsc Sp3ms
Ezk,44,24,7,יִשְׁפְּט֑וּ/הוּ,"K= u./sha.fe.tu./hu (וְ/שָׁפְטֻ/הוּ) ""and/ they will judge/ it"" (H9001/H8199/H9033=Hc/Vqq3cp/Sp3ms)",H8199 H9033,HVqi3mp Sp3ms,H8199 H9033,Vqq3cp Sp3ms
Ezk,45,3,6,חֲמִשָּׁ֤ה,"K= cha.mesh (חֲמֵשׁ) ""five"" (H2568=HAcbsc)",H2568,HAcbsa,H2568,HAcbsc
Ezk,45,5,8,וְֽ/הָיָ֡ה,"K= yih.yeh (יִהְיֶה) ""it will belong"" (H1961=HVqi3ms)",H1961,Vqq3ms,H1961,HVqi3ms
Ezk,46,9,33,יֵצֵֽא\׃,"K= ye.tze.'u (יֵצְאוּ\׃) ""they will go out"" (H3318G\H9016=HVqi3mp)",H3318G H9016,HVqi3ms,H3318G H9016,HVqi3mp
Ezk,46,15,1,יַעֲשׂ֨וּ,"K= va./'a.su (וְ/עָשׂוּ) ""and/ they will offer"" (H9001/H6213I=Hc/Vqq3cp)",H6213I,HVqi3mp,H6213I,Vqq3cp
Ezk,47,10,2,עָמְד֨וּ,"K= ya.'am.du (יַעַמְדוּ) ""they will stand"" (H5975G=HVqi3mp)",H5975G,HVqp3cp,H5975G,HVqi3mp
Ezk,47,11,1,בִּצֹּאתָ֧י/ו,"K= bi.tzo.to/v (בִּצֹּאת/וֹ) ""swamp/ its"" (H1207/H9023=HNcfsc/Sp3ms)",H1207 H9023,HNcfpc Sp3ms,H1207 H9023,HNcfsc Sp3ms
Ezk,47,12,25,וְ/הָיָ֤ה,"K= ve./ha.yu (וְ/הָיוּ) ""and/ they will be"" (H9001/H1961=Hc/Vqq3cp)",H1961,Vqq3ms,H1961,Vqq3cp
Ezk,48,14,7,יַעֲבִ֖יר,"K= ya.'a.vur (יַעֲבוּר) ""it will pass over|"" (H5674A=HVqi3ms)",H5674A,HVhi3ms,H5674A,HVqi3ms
Ezk,48,15,17,בְּ/תוֹכֽ/וֹ\׃,"K= be./to.kho/h (בְּ/תוֹכֹ/ה\׃) ""in/ [the] middle of/ it"" (H9003/H8432/H9023\H9016=HR/Ncbsc/Sp3ms)",H9003 H8432 H9023 H9016,HR Ncmsc Sp3ms,H9003 H8432 H9023 H9016,HR Ncbsc Sp3ms
Ezk,48,21,35,בְּ/תוֹכֽ/וֹ\׃,"K= be./to.kho/h (בְּ/תוֹכֹ/ה\׃) ""in/ [the] middle of/ it"" (H9003/H8432/H9023\H9016=HR/Ncbsc/Sp3ms)",H9003 H8432 H9023 H9016,HR Ncmsc Sp3ms,H9003 H8432 H9023 H9016,HR Ncbsc Sp3ms
Dan,1,4,6,מוּם֩,"K= me.'um (מְאוּם) ""blemish"" (H3971A=HNcbsa)",H3971A,HNcmsa,H3971A,HNcbsa
Dan,2,4,10,לְ/עַבְדָ֖/ךְ,"K= le./'av.da.yi/kh (לְ/עַבְדַּיִ/ךְ) ""to/ servants/ your"" (H9005/H5649/H9021=AR/Ncmpc/Sp2ms)",H9005 H5649 H9021,AR Ncbsc Sp2ms,H9005 H5649 H9021,AR Ncmpc Sp2ms
Dan,2,9,12,הִזְדְּמִנְתּוּן֙,"K= haz.min.tun (הַזְמִנְתּוּן) ""you have decided"" (H2164=AVpp2mp)",H2164,AVup2mp,H2164,AVpp2mp
Dan,2,43,1,וְ/דִ֣י,"K= di (דִי) ""that"" (H1768=AC)",H1768,AC C,H1768,AC
Dan,3,12,22,לֵֽ/אלָהָ/ךְ֙,"K= le./la.ha.yi/kh (לֵ/אלָהַיִ/ךְ) ""to/ gods/ your"" (H9005/H0426/H9021=AR/Ncmpc/Sp2ms)",H9005 H0426 H9021,AR Ncbsc Sp2ms,H9005 H0426 H9021,AR Ncmpc Sp2ms
Dan,3,18,8,לֵֽ/אלָהָ/ךְ֙,"K= le./la.ha.yi/Kh (לֵֽ/אלָהָיִ/ךְ֙) ""to/ gods/ your"" (H9005/H0426/H9021=AR/Ncmpc/Sp2ms)",H9005 H0426 H9021,AR Ncbsc Sp2ms,H9005 H0426 H9021,AR Ncmpc Sp2ms
Dan,3,19,7,אֶשְׁתַּנִּ֔י,"K= 'esh.ta.nu (אֶשְׁתַּנּוּ) ""they were changed"" (H8133=AVPp3mp)",H8133,AVPp3ms,H8133,AVPp3mp
Dan,3,28,23,גֶשְׁמְ/ה֗וֹן,"K= gesh.mei./hon (גֶשְׁמֵי/הוֹן) ""bodies/ their"" (H1655/H9028=ANcmpc/Sp3mp)",H1655 H9028,ANcbsc Sp3mp,H1655 H9028,ANcmpc Sp3mp
Dan,4,12,13,יְדוּרָן֙,"K= ye.du.run (יְדֻרוּן) ""they nested"" (H1753=AVqi3mp)",H1753,AVqi3fp,H1753,AVqi3mp
Dan,4,27,6,וַ/חֲטָאָ/ךְ֙,"K= va./cha.ta.ya/kh (וַ/חֲטָיָ/ךְ) ""and/ sins/ your"" (H9002/H2408/H9021=AC/Ncmpc/Sp2ms)",H2408 H9021,AC Ncbsc Sp2ms,H2408 H9021,AC Ncmpc Sp2ms
Dan,5,5,3,נְפַ֙קָה֙,"K= ne.fa.ku (נְפַקוּ) ""they went forth"" (H5312=AVqp3mp)",H5312,AVqp3fp,H5312,AVqp3mp
Dan,5,21,8,שַׁוִּ֗יְו,"K= she.vi (שְׁוִי) ""it was made"" (H7739A=AVQp3ms)",H7739A,AVpp3mp,H7739A,AVQp3ms
Dan,5,21,32,עֲלַֽ/הּ\׃,"K= a.la.ye/h (עֲלַיֵ/הּ\׃) ""over/ it"" (H5922/H9034\H9016=AR/Sp3ms)",H5922 H9034 H9016,AR Sp3fs,H5922 H9034 H9016,AR Sp3ms
Dan,7,5,14,שִׁנַּ֑/הּ,"K= shi.nai.ya/h (שִׁנַּיַּ/הּ) ""teeth/ its"" (H8128/H9024=ANcfpc/Sp3fs)",H8128 H9024,ANcbsc Sp3fs,H8128 H9024,ANcfpc Sp3fs
Dan,7,7,22,בְּ/רַגְלַ֣/הּ,"K= be./rag.lai.ya/h (בְּ/רַגְלַיַּ/הּ) ""with/ feet/ its"" (H9003/H7271/H9024=AR/Ncmpc/Sp3fs)",H9003 H7271 H9024,AR Ncbsc Sp3fs,H9003 H7271 H9024,AR Ncmpc Sp3fs
Dan,7,8,14,אֶתְעֲקַ֖רָה,"K= 'et.'a.ka.ru (אֶתְעֲקַרוּ) ""they were uprooted"" (H6132=AVip3mp)",H6132,AVip3fp,H6132,AVip3mp
Dan,7,19,14,שִׁנַּ֤/הּ,"K= shi.nai.ya/h (שִׁנַּיַּ/הּ) ""teeth/ its"" (H8128/H9024=ANcfpc/Sp3fs)",H8128 H9024,ANcbsc Sp3fs,H8128 H9024,ANcfpc Sp3fs
Dan,7,20,9,וּ/נְפַ֥לָה,"K= u./ne.fa.lu (וּ/נְפַלוּ) ""and/ they fell"" (H9002/H5308=AC/Vqp3mp)",H5308,AC Vqp3fp,H5308,AC Vqp3mp
Dan,8,11,6,הוּרַ֣ם,"K= he.rim (הֵרִים) ""it removed"" (H7311A=HVhp3ms)",H7311A,HVHp3ms,H7311A,HVhp3ms
Dan,9,5,3,הִרְשַׁ֣עְנוּ,"K= ve./hir.sha'.nu (וְ/הִרְשַׁעְנוּ) ""and/ we have acted wickedly"" (H9002/H7561=HC/Vhp1cp)",H7561,HVhp1cp,H7561,Vhp1cp
Dan,9,12,3,דְּבָר֣/וֹ,"K= de.va.ra/v (דְּבָרָי/ו) ""words/ his"" (H1697G/H9023=HNcmpc/Sp3ms)",H1697G H9023,HNcmsc Sp3ms,H1697G H9023,HNcmpc Sp3ms
Dan,9,24,12,חַטָּאת֙,"K= cha.ta.'ot (חַטָּאוֹת) ""sins"" (H2403B=HNcfpa)",H2403B,HNcfsa,H2403B,HNcfpa
Dan,11,10,1,וּ/בָנָ֣י/ו,"K= u/v.no/vo (וּ/בְנ/וֹ) ""and/ son/ his"" (H9002/H1121A/H9023=HC/Ncmsc/Sp3ms)",H1121A H9023,Ncmpc Sp3ms,H1121A H9023,Ncmsc Sp3ms
Dan,11,10,12,וְ/יִתְגָּרֶ֖ה,"K= ve./yit.ga.ru (וְ/יִתְגָּרוּ) ""so/ they may wage war"" (H9002/H1624=HC/Vtu3mp)",H1624,Vtu3ms,H1624,Vtu3mp
Dan,11,10,14,מָעֻזּֽ/וֹ\׃,"K= ma.'u.za/h (מָעֻזָּ/ה\׃) ""stronghold/ his"" (H4581/H9023\H9016=HNcbsc/Sp3ms)",H4581 H9023 H9016,HNcmsc Sp3ms,H4581 H9023 H9016,HNcbsc Sp3ms
Dan,11,12,3,וְ/רָ֣ם,"K= ya.rum (יָרוּם) ""it will be lifted up"" (H7311A=HVqi3ms)",H7311A,Vqrmsa,H7311A,HVqi3ms
Dan,11,39,8,יַכִּ֖יר,"K= hi.kir (הִכִּיר) ""he acknowledged"" (H5234A=HVhp3ms)",H5234A,HVhi3ms,H5234A,HVhp3ms
Jol,3,1,8,אָשִׁ֛יב,"K= 'a.shuv (אָשׁוּב) ""I will turn back"" (H7725G=HVqi1cs)",H7725G,HVhi1cs,H7725G,HVqi1cs
Amo,9,6,3,מַעֲלוֹתָ֔י/ו,"K= ma.'a.lo.to/v (מַעֲלוֹת/וֹ) ""stair/ his"" (H4609B/H9023=HNcfsc/Sp3ms)",H4609B H9023,HNcfpc Sp3ms,H4609B H9023,HNcfsc Sp3ms
Oba,1,11,10,שְׁעָרָ֗י/ו,"K= sha.'a.ro/v (שַׁעֲר/וֹ) ""gate/ his"" (H8179G/H9023=HNcmsc/Sp3ms)",H8179G H9023,HNcmpc Sp3ms,H8179G H9023,HNcmsc Sp3ms
Mic,1,8,6,שׁוֹלָ֖ל,"K= shi.lal (שֵׁילָל) ""barefoot"" (H7758=HAabsa)",H7758,HAamsa,H7758,HAabsa
Mic,1,10,10,הִתְפַּלָּֽשִׁי\׃,"K= hit.pa.la.she.ti (הִתְפַּלָּשְׁתִּי\׃) ""I have rolled myself"" (H6428\H9016=HVtp1cs)",H6428 H9016,HVtv2fs,H6428 H9016,HVtp1cs
Mic,3,2,4,רָ֑ע,"K= ra.'ah (רָעָה) ""evil"" (H7451B=HAafsa)",H7451B,HAamsa,H7451B,HAafsa
Nam,1,3,4,וּ/גְדָל,"K= u./ge.dol- (וּ/גְדוֹל) ""and/ great of"" (H9002/H1419A=HC/Aabsc)",H1419A,Aamsc,H1419A,Aabsc
Nam,2,5,4,בַּ/הֲלִֽיכָתָ֑/ם,"K= va./ha.li.kho.ta/m (בַ/הֲלִכוֹתָ/ם) ""on/ journeys/ their"" (H9003/H1979/H9028=HR/Ncfpc/Sp3mp)",H9003 H1979 H9028,HR Ncfsc Sp3mp,H9003 H1979 H9028,HR Ncfpc Sp3mp
Nam,3,3,14,וְ/כָשְׁל֖וּ,"K= yikh.she.lu (יִכְשְׁלוּ) ""people will stumble"" (H3782=HVqi3mp)",H3782,Vqq3cp,H3782,HVqi3mp
Hab,3,4,9,עֻזּֽ/וֹ\׃,"K= 'u.Zo/h (עֻזֹּֽ/ה\׃) ""strength/ his"" (H5797/H9023\H9016=HNcbsc/Sp3ms)",H5797 H9023 H9016,HNcmsc Sp3ms,H5797 H9023 H9016,HNcbsc Sp3ms
Hab,3,14,4,פְּרָזָ֔י/ו,"K= pe.ra.zo/v (פְּרָז/וֹ) ""warrior/ his"" (H6518/H9023=HNcmsc/Sp3ms)",H6518 H9023,HNcmpc Sp3ms,H6518 H9023,HNcmsc Sp3ms
Hag,1,8,9,וְ/אֶכָּבְדָ֖ה,"K= ve./'e.ka.ved (וְ/אֶכָּבֵד) ""so/ I may be honored"" (H9002/H3513G=HC/VNu1cs)",H3513G,VNc1cs,H3513G,VNu1cs
Zec,4,2,6,וָ/אֹמַ֡ר,"K= va/i.yo.mer (וַ/יֹּאמֶר) ""and/ he said"" (H9001/H0559=Hc/Vqw3ms)",H0559,Vqw1cs,H0559,Vqw3ms
