book,chapter,verse,word_index,Qere,Ketiv,Strongs Q,Parsing Q,Strongs K,Parsing K
Ecc,5,1,2,רַגְלְ/ךָ֗,"K= rag.lei./kha (רַגְלֶי/ךָ) ""feet/ your"" (H7272/H9021=HNcbdc/Sp2ms)",H7272 H9021,HNcfsc Sp2ms,H7272 H9021,HNcbdc Sp2ms
Ecc,5,9,4,ה֑וּא,"K= hi' (הִיא) ""it"" (H1931=HPp3fs)",H1931,HPp3ms,H1931,HPp3fs
Ecc,10,20,18,כְּנָפַ֖יִם,"K= ha./ke.na.fa.yim (הַ/כְּנָפַיִם) ""of the/ wings"" (H9009/H3671=HTd/Ncbda)",H3671,HNcfda,H3671,HTd Ncbda
Sng,1,17,4,רַהִיטֵ֖/נוּ,"K= ra.chi.te./nu (רַחִיטֵ/נוּ) ""rafters/ our"" (H7351/H9025=HNcbsc/Sp1bp)",H7351 H9025,HNcmsc Sp1bp,H7351 H9025,HNcbsc Sp1bp
Sng,2,11,3,הַ/סְּתָ֖יו,"K= ha./se.tav (הַ/סְּתָו) ""the/ winter"" (H9009/H5638=HTd/Ncbsa)",H5638,HTd Ncmsa,H5638,HTd Ncbsa
Sng,4,9,5,בְּ/אַחַ֣ת,"K= be./'a.chad (בְּ/אַחַד) ""with/ one"" (H9003/H0259=HR/Ncbsc)",H9003 H0259,HR Acfsa,H9003 H0259,HR Ncbsc
Isa,5,29,4,יִשְׁאַ֨ג,"K= ve./sha.'ag (וְ/שָׁאַג) ""and/ it will roar"" (H9001/H7580=Hc/Vqq3ms)",H7580,HVqi3ms,H7580,Vqq3ms
Isa,9,7,1,לְ/מַרְבֵּ֨ה,"K= le./mar.beh (לְ/םַרְבֵּה) ""to/ [the] increase of"" (H9005/H4766=HR/Ncbsc)",H9005 H4766,HR Ncmsc,H9005 H4766,HR Ncbsc
Isa,12,5,6,מוּדַ֥עַת,"K= me.yu.da.'at (מְיֻדַּעַת) ""[is] known"" (H3045=HVPsfsa)",H3045,HVHsfsa,H3045,HVPsfsa
Isa,16,3,1,הָבִ֤יאִי,"K= ha.vi.'u (הָבִיאוּ) ""bring"" (H0935P=HVhv2mp)",H0935P,HVhv2fs,H0935P,HVhv2mp
Isa,26,20,6,דְּלָתְ/ךָ֖,"K= de.la.tei./kha (דְּלָתֶי/ךָ) ""doors/ your"" (H1817B/H9021=HNcbdc/Sp2ms)",H1817B H9021,HNcfsc Sp2ms,H1817B H9021,HNcbdc Sp2ms
Isa,28,15,14,יַֽעֲבֹר֙,"K= a.var (עָבַר) ""it has passed by"" (H5674A=HVqp3ms)",H5674A,HVqi3ms,H5674A,HVqp3ms
Isa,29,11,13,סֵ֛פֶר,"K= ha./se.fer (הַ/סֵּפֶר) ""the/ scroll"" (H9009/H5612H=HTd/Ncbsa)",H5612H,HNcmsa,H5612H,HTd Ncbsa
Isa,30,33,6,הִ֛יא,"K= hu' (הוּא) ""it"" (H1931=HPp3ms)",H1931,HPp3fs,H1931,HPp3ms
Isa,32,15,9,וְ/הַ/כַּרְמֶ֖ל,"K= ve./khar.mel (וְ/כַרְמֶל) ""and/ an orchard"" (H9002/H3759=HC/Ncbsa)",H3759,Td Ncmsa,H3759,Ncbsa
Isa,37,30,16,וְ/אִכְל֥וּ,"K= ve./'a.khol (וֶ/אֱכוֹל) ""and/ eat"" (H9002/H0398=HC/Vqv2ms)",H0398,Vqv2mp,H0398,Vqv2ms
Isa,39,2,7,נְכֹת֡/וֹ,"K= ne.kho.ta/h (נְכֹתָ/ה) ""treasure/ his"" (H5238/H9023=HNcbsc/Sp3ms)",H5238 H9023,HNcfsc Sp3ms,H5238 H9023,HNcbsc Sp3ms
Isa,41,23,12,וְ/נִרְאֶ֥ה,"K= ve./ne.re' (וְ/נִרָא) ""so/ we may see"" (H9002/H7200L=HC/Vqc1up)",H7200L,Vqc1cp,H7200L,Vqc1up
Isa,42,20,1,רָא֥וֹת,"K= ra.'i.ta (רָאִיתָ) ""you have caused to see"" (H7200G=HVhaa)",H7200G,HVqaa,H7200G,HVhaa
Isa,45,2,5,אֲיַשֵּׁ֑ר,"K= 'o.shir (אוֹשִׁר) ""I will make smooth"" (H3474=HVhi1cs)",H3474,HVpi1cs,H3474,HVhi1cs
Isa,47,13,7,הֹבְרֵ֣י,"K= ha.ve.ru (הָבְרוּ) ""they have divided"" (H1895=HVqp3cp)",H1895,HVqrmpc,H1895,HVqp3cp
Isa,49,13,5,וּ/פִצְח֥וּ,"K= yif.tze.chu (יִפְצְחוּ) ""let them break forth"" (H6476=HVqi3mp)",H6476,Vqv2mp,H6476,HVqi3mp
Isa,52,2,6,הִֽתְפַּתְּחִי֙,"K= hit.pa.te.chu (הִתְפַּתְּחוּ) ""loosen for yourselves"" (H6605A=HVtv2mp)",H6605A,HVtv2fs,H6605A,HVtv2mp
Isa,52,5,11,מֹשְׁלָ֤י/ו,"K= mo.she.lo/v (מֹשְׁל/וֹ) ""ruler/ its"" (H4910/H9033=HVqrmsc/Sp3ms)",H4910 H9033,HVqrmpc Sp3ms,H4910 H9033,HVqrmsc Sp3ms
Isa,55,13,5,וְ/תַ֥חַת,"K= ta.chat (תַּחַת) ""in place of"" (H8478H=HNcbsc)",H8478H,Ncmsc,H8478H,HNcbsc
Isa,62,3,6,וּ/צְנִ֥יף,"K= u./tze.nof (וּ/צְנוֹף) ""and/ a headdress of"" (H9002/H6797=HC/Ncbsc)",H6797,Ncmsc,H6797,Ncbsc
Isa,66,17,6,אַחַת֙,"K= 'e.chad (אֶחָד) ""one"" (H0259=HAcbsa)",H0259,HAcfsa,H0259,HAcbsa
Jer,2,3,5,תְּבוּאָת֑/וֹ,"K= te.vu.'a.To/h (תְּבוּאָתֹ֑/ה) ""produce/ his"" (H8393/H9023=HNcfsc/Sp3fs)",H8393 H9023,HNcfsc Sp3ms,H8393 H9023,HNcfsc Sp3fs
Jer,2,15,10,נִצְּת֖וּ,"K= ni.tze.tah (נִצְּתָה) ""it is burnt"" (H3341=HVNp3fs)",H3341,HVNp3cp,H3341,HVNp3fs
Jer,2,33,10,לִמַּ֖דְתְּ,"K= li.mad.ti (לִמַּדְתִּי) ""I have taught"" (H3925G=HVpp1cs)",H3925G,HVpp2fs,H3925G,HVpp1cs
Jer,3,4,3,קָרָ֥את,"K= ka.ra.ti (קָרָאתִי) ""have I called"" (H7121G=HVqp1cs)",H7121G,HVqp2fs,H7121G,HVqp1cs
Jer,3,5,7,דִבַּ֛רְתְּ,"K= di.bar.ti (דִבַּרְתִּי) ""I spoke"" (H1696G=HVpp1cs)",H1696G,HVpp2fs,H1696G,HVpp1cs
Jer,3,19,16,תִּקְרְאִי,"K= tik.re.'u- (תִּקְרְאוּ) ""you will call"" (H7121H=HVqi2mp)",H7121H,HVqi2fs,H7121H,HVqi2mp
Jer,3,19,20,תָשֽׁוּבִי\׃,"K= ta.shu.vu (תָשׁוּבוּ\׃) ""you will turn away"" (H7725I\H9016=HVqi2mp)",H7725I H9016,HVqi2fs,H7725I H9016,HVqi2mp
Jer,4,5,6,תִּקְע֥וּ,"K= v./tik.'u (וְ/תִקְעוּ) ""and/ blow"" (H9002/H8628=HC/Vqv2mp)",H8628,HVqv2mp,H8628,Vqv2mp
Jer,4,19,14,שָׁמַ֣עַתְּ,"K= sha.ma'.ti (שָׁמַעְתִּי) ""I have heard"" (H8085G=HVqp1cs)",H8085G,HVqp2fs,H8085G,HVqp1cs
Jer,5,24,11,יוֹרֶ֥ה,"K= ve./yo.reh (וְ/יֹרֶה) ""and/ autumn rain"" (H9002/H3138=HC/Ncbsa)",H3138,HNcmsa,H3138,Ncbsa
Jer,6,25,2,תֵּֽצְאוּ֙,"K= te.tze.'i (תֵּצְאִי) ""you go out"" (H3318G=HVqj2fs)",H3318G,HVqj2mp,H3318G,HVqj2fs
Jer,6,25,6,תֵּלֵ֑כוּ,"K= te.le.khi (תֵּלֵכִי) ""you walk"" (H1980I=HVqj2fs)",H1980I,HVqj2mp,H1980I,HVqj2fs
Jer,8,1,5,יוֹצִ֣יאוּ,"K= ve./yo.tzi.'u (וְ/יֹצִיאוּ) ""and/ people will bring out"" (H9002/H3318H=HC/Vhu3mp)",H3318H,HVhi3mp,H3318H,Vhu3mp
Jer,8,6,16,בִּ/מְר֣וּצָתָ֔/ם,"K= bi/m.ru.tzo.ta/m (בִּ/מְרֻצוֹתָ/ם) ""in/ own courses/ their"" (H9003/H4794/H9028=HR/Ncfpc/Sp3mp)",H9003 H4794 H9028,HR Ncfsc Sp3mp,H9003 H4794 H9028,HR Ncfpc Sp3mp
Jer,8,7,7,וְ/סִיס֙,"K= ve./sus (וְ/סוּס) ""and/ a swallow"" (H9002/H5483A=HC/Ncbsa)",H5483A,Ncmsa,H5483A,Ncbsa
Jer,9,8,2,שָׁח֛וּט,"K= sho.chet (שׁוֹחֵט) ""slaughtering"" (H7819A=HVqrmsa)",H7819A,HVqsmsa,H7819A,HVqrmsa
Jer,10,13,9,הָ/אָ֑רֶץ,"K= 'e.retz (אֶרֶץ) ""[the] earth"" (H0776G=HNcfsa)",H0776G,HTd Ncfsa,H0776G,HNcfsa
Jer,10,17,4,יֹשֶׁ֖בֶת,"K= yo.shav.ti (יֹשַׁבְתִּי) ""O [you who] dwell"" (H3427=HVqrfsc)",H3427,HVqrfsa,H3427,HVqrfsc
Jer,13,16,17,וְ/שִׁ֖ית,"K= ya.shit (יָשִׁית) ""he will make [it]"" (H7896G=HVqi3ms)",H7896G,Vqq3ms,H7896G,HVqi3ms
Jer,13,20,1,שְׂא֤וּ,"K= se.'i (שְׂאִי) ""lift up"" (H5375M=HVqv2fs)",H5375M,HVqv2mp,H5375M,HVqv2fs
Jer,13,20,3,וּ/רְא֔וּ,"K= u./re.'i (וּ/רְאִי) ""and/ see"" (H9002/H7200G=HC/Vqv2fs)",H7200G,Vqv2mp,H7200G,Vqv2fs
Jer,15,8,3,אַלְמְנֹתָי/ו֙,"K= 'al.me.no.Ta/v (אַלְמְנֹת/וֹ) ""widow/ its"" (H0490/H9023=HNcfsc/Sp3ms)",H0490 H9023,HNcfpc Sp3ms,H0490 H9023,HNcfsc Sp3ms
Jer,15,9,6,בָּ֥א,"K= ba.'ah (בָּאָה) ""it went"" (H0935G=HVqp3fs)",H0935G,HVqp3ms,H0935G,HVqp3fs
Jer,15,16,5,דְבָֽרְ/ךָ֙,"K= de.va.rei./kha (דְבָרֶי/ךָ) ""words/ your"" (H1697G/H9021=HNcmpc/Sp2ms)",H1697G H9021,HNcmsc Sp2ms,H1697G H9021,HNcmpc Sp2ms
Jer,17,10,9,כִּ/דְרָכָ֔י/ו,"K= ke./dar.ko/v (כְּ/דַרְכּ/וֹ) ""according to/ way/ his"" (H9004/H1870G/H9023=HR/Ncbsc/Sp3bs)",H9004 H1870G H9023,HR Ncbpc Sp3ms,H9004 H1870G H9023,HR Ncbsc Sp3bs
Jer,17,11,10,יָמָי/ו֙,"K= yo.mo/v (יֹמ/וֹ) ""day/ his"" (H3117G/H9023=HNcmsc/Sp3ms)",H3117G H9023,HNcmpc Sp3ms,H3117G H9023,HNcmsc Sp3ms
Jer,17,19,9,הָ/עָ֔ם,"K= am (עָם) ""a people"" (H5971H=HNcbsa)",H5971H,HTd Ncmsa,H5971H,HNcbsa
Jer,17,23,11,שְׁמ֔וֹעַ,"K= sho.me.a' (שׁוֹמֵעַ) ""listening"" (H8085G=HVqrmsa)",H8085G,HVqcc,H8085G,HVqrmsa
Jer,18,23,17,וְ/יִהְי֤וּ,"K= ve./ha.yu (וְ/הָיוּ) ""and/ they will be"" (H9001/H1961=Hc/Vqq3cp)",H1961,Vqu3mp,H1961,Vqq3cp
Jer,21,9,14,וְ/חָיָ֔ה,"K= yich.yeh (יִחְיֶה) ""he will live"" (H2421=HVqi3ms)",H2421,Vqq3ms,H2421,HVqi3ms
Jer,22,4,21,וַ/עֲבָדָ֖י/ו,"K= ve./'av.da/v (וְ/עַבְדּ/וֹ) ""and/ servant/ his"" (H9002/H5650/H9023=HC/Ncmsc/Sp3ms)",H5650 H9023,Ncmpc Sp3ms,H5650 H9023,Ncmsc Sp3ms
Jer,22,6,20,נוֹשָֽׁבוּ\׃,"K= no.sha.vah (נוֹשָׁבָה\׃) ""[is] inhabited"" (H3427\H9016=HVNp3fs)",H3427 H9016,HVNp3cp,H3427 H9016,HVNp3fs
Jer,22,18,24,הֹדֽ/וֹ\׃,"K= ho.Do/h (הֹדֹֽ/ה\׃) ""splendor/ his"" (H1935/H9023\H9016=HNcbsc/Sp3ms)",H1935 H9023 H9016,HNcmsc Sp3ms,H1935 H9023 H9016,HNcbsc Sp3ms
Jer,22,23,1,יֹשַׁבְתְּ֙,"K= yo.shav.ti (יֹשַׁבְתִּי) ""O [you who] dwell"" (H3427=HVqrfsc)",H3427,HVqrfsa,H3427,HVqrfsc
Jer,25,7,7,הַכְעִיסֵ֛/נִי,"K= hikh.'i.su./ni (הִכְעִסוּ/נִי) ""they have provoked to anger/ me"" (H3707/H9030=HVhp3cp/Sp1bs)",H3707 H9030,HVhcc Sp1bs,H3707 H9030,HVhp3cp Sp1bs
Jer,28,1,9,בַּ/שָּׁנָה֙,"K= bi/sh.nat (בִּ/שְׁנַת) ""in the/ year"" (H9003/H8141=HRd/Ncfsc)",H9003 H8141,HRd Ncfsa,H9003 H8141,HRd Ncfsc
Jer,31,21,11,הָלָ֑כְתְּ,"K= ha.la.khe.ti (הָלָכְתִּי) ""[which] I went"" (H1980G=HVqp1cs)",H1980G,HVqp2fs,H1980G,HVqp1cs
Jer,32,1,8,בַּ/שָּׁנָה֙,"K= bi/sh.nat (בִּ/שְׁנַת) ""in the/ year"" (H9003/H8141=HRd/Ncfsc)",H9003 H8141,HRd Ncfsa,H9003 H8141,HRd Ncfsc
Jer,32,4,20,עֵינָ֥י/ו,"K= ei.no/v (עֵינ/וֹ) ""eye/ his"" (H5869A/H9023=HNcbsc/Sp3ms)",H5869A H9023,HNcfdc Sp3ms,H5869A H9023,HNcbsc Sp3ms
Jer,32,23,7,וּ/בְ/תוֹרָתְ/ךָ֣,"K= u./ve./to.ro.te./kha (וּ/בְ/תֹרוֹתֶ/ךָ) ""and/ in/ laws/ your"" (H9002/H9003/H8451/H9021=HC/R/Ncfpc/Sp2ms)",H9003 H8451 H9021,R Ncfsc Sp2ms,H9003 H8451 H9021,R Ncfpc Sp2ms
Jer,33,8,8,לְ/כָל,"K= le./khol- (לְ/כוֹל) ""<to>/ all"" (H9005/H3605=HR/Ncbsc)",H9005 H3605,HR Ncmsc,H9005 H3605,HR Ncbsc
Jer,33,26,16,אָשִׁ֥יב,"K= 'a.shuv (אָשׁוּב) ""I will turn back"" (H7725H=HVqi1cs)",H7725H,HVhi1cs,H7725H,HVqi1cs
Jer,34,11,12,וַֽ/יִּכְבְּשׁ֔וּ/ם,"K= va/i.yakh.bi.shu/m (וַ/יַּכְבִּישׁוּ/ם) ""and/ they subjugated/ them"" (H9001/H3533/H9038=Hc/Vhw3mp/Sp3mp)",H3533 H9038,Vqw3mp Sp3mp,H3533 H9038,Vhw3mp Sp3mp
Jer,37,4,10,הַ/כְּלֽוּא\׃,"K= ha./ke.li' (הַ/כְּלִיא\׃) ""<the>/ imprisonment"" (H9009/H3628\H9016=HTd/Ncbsa)",H3628 H9016,HTd Ncmsa,H3628 H9016,HTd Ncbsa
Jer,38,2,14,וְ/חָיָ֔ה,"K= yich.yeh (יִחְיֶה) ""he will live"" (H2421=HVqi3ms)",H2421,Vqq3ms,H2421,HVqi3ms
Jer,38,11,16,סְחָב֔וֹת,"K= ha./se.cha.Vot (הַ/סְּחָבוֹת) ""the/ clothes"" (H9009/H5499=HTd/Ncfpa)",H5499,HNcfpa,H5499,HTd Ncfpa
Jer,40,3,14,הַ/דָּבָ֥ר,"K= da.var (דָּבָר) ""a thing"" (H1697I=HNcbsa)",H1697I,HTd Ncmsa,H1697I,HNcbsa
Jer,43,10,26,שַׁפְרִיר֖/וֹ,"K= shaf.ru.ro/v (שַׁפְרוּר/וֹ) ""state tent/ his"" (H8237/H9023=HNcbsc/Sp3ms)",H8237 H9023,HNcmsc Sp3ms,H8237 H9023,HNcbsc Sp3ms
Jer,46,11,9,הִרְבֵּ֣ית,"K= hir.bei.ti (הִרְבֵּיתִי) ""I have multiplied"" (H7235A=HVhp1cs)",H7235A,HVhp2fs,H7235A,HVhp1cs
Jer,48,18,3,וּ/שְׁבִ֣י,"K= yo.she.vei (יֹשְׁבֶי) ""O inhabitants"" (H3427=HVqrmpc)",H3427,Vqv2fs,H3427,HVqrmpc
Jer,48,20,5,הֵילִ֣ילוּ,"K= hei.li.li (הֵילִילִי) ""wail"" (H3213=HVhv2fs)",H3213,HVhv2mp,H3213,HVhv2fs
Jer,48,20,6,וּֽ/זְעָ֑קוּ,"K= u./ze.'a.ki (וּ/זְעָקִי) ""and/ cry out"" (H9002/H2199=HC/Vhv2fs)",H2199,Vqv2mp,H2199,Vhv2fs
Jer,48,27,9,נִמְצָ֑א,"K= nim.tza.'ah (נִמְצָאָה) ""was it found"" (H4672=HVNp3fs)",H4672,HVNp3ms,H4672,HVNp3fs
Jer,49,25,5,תְּהִלָּ֑ת,"K= te.hi.lah (תְּהִלָּה) ""praise"" (H8416=HNcfsa)",H8416,HNcfsc,H8416,HNcfsa
Jer,49,39,4,אָשִׁ֛יב,"K= 'a.shuv (אָשׁוּב) ""I will turn back"" (H7725H=HVqi1cs)",H7725H,HVhi1cs,H7725H,HVqi1cs
Jer,50,6,3,הָי֣וּ,"K= ha.yah (הָיָה) ""it has become"" (H1961=HVqp3ms)",H1961,HVqp3cp,H1961,HVqp3ms
Jer,50,8,6,צֵ֑אוּ,"K= ya.tze.'u (יָצְאוּ) ""they went forth"" (H3318G=HVqp3cp)",H3318G,HVqv2mp,H3318G,HVqp3cp
Jer,50,11,2,תִשְׂמְחוּ֙,"K= tis.me.chi (תִשְׂמְחִי) ""you are rejoicing"" (H8055=HVqi2fs)",H8055,HVqi2mp,H8055,HVqi2fs
Jer,50,11,4,תַֽעֲלְז֔וּ,"K= ta.'al.zi (תַעֲלְזִי) ""you are gloating"" (H5937=HVqi2fs)",H5937,HVqi2mp,H5937,HVqi2fs
Jer,50,11,8,תָפ֙וּשׁוּ֙,"K= ta.fu.shi (תָפוּשִׁי) ""you are skipping about"" (H6335A=HVqi2fs)",H6335A,HVqi2mp,H6335A,HVqi2fs
Jer,50,11,11,וְ/תִצְהֲל֖וּ,"K= ve./titz.ha.li (וְ/תִצְהֲלִי) ""so/ you may neigh"" (H9002/H6670A=HC/Vqu2fs)",H6670A,Vqu2mp,H6670A,Vqu2fs
Jer,50,44,11,אֲרִיצֵ/ם֙,"K= 'a.ru.tze/m (אֲרוּצֵ/ם) ""I will run/ them"" (H7323G/H9038=HVqi1cs/Sp3mp)",H7323G H9038,HVhi1cs Sp3mp,H7323G H9038,HVqi1cs Sp3mp
Jer,52,21,5,קוֹמַת֙,"K= ko.mah (קוֹמָה) ""height"" (H6967=HNcfsa)",H6967,HNcfsc,H6967,HNcfsa
Jer,52,31,30,הַ/כְּלֽוּא\׃,"K= ha./ke.li' (הַ/כְּלִיא\׃) ""<the>/ imprisonment"" (H9009/H3628\H9016=HTd/Ncbsa)",H3628 H9016,HTd Ncmsa,H3628 H9016,HTd Ncbsa
Jer,52,32,9,הַ/מְּלָכִ֛ים,"K= me.la.khim (מְלָכִים) ""kings"" (H4428G=HNcmpa)",H4428G,HTd Ncmpa,H4428G,HNcmpa
Lam,1,18,10,הָֽ/עַמִּ֗ים,"K= a.mim (עַמִּים) ""peoples"" (H5971A=HNcmpa)",H5971A,HTd Ncmpa,H5971A,HNcmpa
Lam,2,2,3,וְ/לֹ֣א,"K= lo' (לֹא) ""not"" (H3808=HTn)",H3808,Tn,H3808,HTn
Lam,2,19,3,בַ/לַּ֗יְלָה,"K= va./la.yil (בַ/לַּיִל) ""in the/ night"" (H9003/H3915=HRd/Ncbsa)",H9003 H3915,HRd Ncmsa,H9003 H3915,HRd Ncbsa
Lam,3,25,3,לְ/קוָֹ֔י/ו,"K= le./ko.Va/v (לְ/קוָ֔/וֹ) ""to/ [him who] wait for/ him"" (H9005/H6960A/H9033=HR/Vqrmsc/Sp3ms)",H9005 H6960A H9033,HR Vqrmpc Sp3ms,H9005 H6960A H9033,HR Vqrmsc Sp3ms
Lam,3,32,6,חֲסָדָֽי/ו\׃,"K= chas.do/v (חַסְדּ/וֹ\׃) ""covenant loyalty/ his"" (H2617A/H9023\H9016=HNcbsc/Sp3ms)",H2617A H9023 H9016,HNcmpc Sp3ms,H2617A H9023 H9016,HNcbsc Sp3ms
Lam,4,12,5,כֹּ֖ל,"K= ve./khol (וְ/כֹל) ""and/ all"" (H9002/H3605=HC/Ncbsc)",H3605,HNcmsc,H3605,Ncbsc
Lam,4,16,11,וּ/זְקֵנִ֖ים,"K= ze.ke.nim (זְקֵנִים) ""elders"" (H2205G=HAampa)",H2205G,Aampa,H2205G,HAampa
Lam,4,21,5,יוֹשֶׁ֖בֶת,"K= yo.shav.ti (יוֹשַׁבְתִּי) ""[who] dwells"" (H3427=HVqrfsc)",H3427,HVqrfsa,H3427,HVqrfsc
Lam,5,3,3,וְ/אֵ֣ין,"K= 'ein (אֵין) ""there not"" (H0369=HNcbsc)",H0369,Ncmsc,H0369,HNcbsc
Lam,5,5,5,וְ/לֹ֥א,"K= lo' (לֹא) ""not"" (H3808=HTn)",H3808,Tn,H3808,HTn
Lam,5,7,3,וְ/אֵינָ֔/ם,"K= 'ei.na/m (אֵינָ/ם) ""not [are]/ they"" (H0369/H9048=HNcbsc/Sp3mp)",H0369 H9048,Ncmsc Sp3mp,H0369 H9048,HNcbsc Sp3mp
Lam,5,7,4,וַ/אֲנַ֖חְנוּ,"K= 'a.nach.nu (אֲנַחְנוּ) ""we"" (H0587=HPp1bp)",H0587,Pp1bp,H0587,HPp1bp
Lam,5,21,4,וְֽ/נָשׁ֔וּבָה,"K= ve./na.shuv (וְ/נָשׁוּב) ""so/ we may return"" (H9002/H7725H=HC/Vqu1cp)",H7725H,Vqc1cp,H7725H,Vqu1cp
Ezk,3,20,18,צִדְקֹתָי/ו֙,"K= tzid.ko.Ta/v (צִדְקָת/וֹ) ""righteousness/ his"" (H6666/H9023=HNcfsc/Sp3ms)",H6666 H9023,HNcfpc Sp3ms,H6666 H9023,HNcfsc Sp3ms
Ezk,7,2,14,אַרְבַּ֖ע,"K= 'ar.ba.'at (אַרְבַּעַת) ""[the] four"" (H0702=HAcfsc)",H0702,HAcbsc,H0702,HAcfsc
Ezk,9,5,10,עֵינְ/כֶ֖ם,"K= ei.nei./khem (עֵינֵי/כֶם) ""eyes/ your"" (H5869A/H9026=HNcfpc/Sp2mp)",H5869A H9026,HNcfsc Sp2mp,H5869A H9026,HNcfpc Sp2mp
Ezk,12,14,4,עֶזְר֛/וֹ,"K= ez.ro/h (עֶזְרֹ/ה) ""help/ his"" (H5828/H9023=HNcbsc/Sp3ms)",H5828 H9023,HNcmsc Sp3ms,H5828 H9023,HNcbsc Sp3ms
Ezk,16,13,5,שֵׁ֤שׁ,"K= she.shi (שֵׁשִׁי) ""[was] fine linen"" (H8336B=HNcbsa)",H8336B,HNcmsa,H8336B,HNcbsa
Ezk,16,20,13,מִ/תַּזְנוּתָֽיִ/ךְ\׃,"K= mi./taz.nu.te/kh (מִ/תַּזְנֻתֵ/ךְ\׃) ""from/ prostitution/ your"" (H9006/H8457/H9022\H9016=HR/Ncbsc/Sp2fs)",H9006 H8457 H9022 H9016,HR Ncmpc Sp2fs,H9006 H8457 H9022 H9016,HR Ncbsc Sp2fs
Ezk,16,25,17,תַּזְנוּתָֽיִ/ךְ\׃,"K= taz.nu.te/kh (תַּזְנֻתֵ/ךְ\׃) ""prostitution/ your"" (H8457/H9022\H9016=HNcfsc/Sp2fs)",H8457 H9022 H9016,HNcmpc Sp2fs,H8457 H9022 H9016,HNcfsc Sp2fs
Ezk,16,51,12,אֲחוֹתַ֔יִ/ךְ,"K= 'a.cho.te/kh (אֲחוֹתֵ/ךְ) ""sister/ your"" (H0269/H9022=HNcfsc/Sp2fs)",H0269 H9022,HNcfpc Sp2fs,H0269 H9022,HNcfsc Sp2fs
Ezk,16,59,6,וְ/עָשִׂ֥יתִי,"K= ve./'a.sit (וְ/עָשִׂית) ""and/ you will do"" (H9001/H6213A=Hc/Vqq2fs)",H6213A,Vqq1cs,H6213A,Vqq2fs
Ezk,17,21,3,מִבְרָחָ֤י/ו,"K= miv.ra.cho/v (מִבְרָח/וֹ) ""fugitive/ his"" (H4015/H9023=HNcmsc/Sp3ms)",H4015 H9023,HNcmpc Sp3ms,H4015 H9023,HNcmsc Sp3ms
Ezk,18,20,20,הָ/רָשָׁ֖ע,"K= ra.sha' (רָשָׁע) ""a wicked [person]"" (H7563=HNcbsa)",H7563,HTd Ncmsa,H7563,HNcbsa
Ezk,18,21,5,חַטֹּאתָי/ו֙,"K= cha.ta.to/v (חַטָּאת/וֹ) ""sin/ his"" (H2403B/H9023=HNcfsc/Sp3ms)",H2403B H9023,HNcfpc Sp3ms,H2403B H9023,HNcfsc Sp3ms
Ezk,18,24,14,צִדְקֹתָ֤י/ו,"K= tzid.ka.to/v (צִדְקָת/וֹ) ""righteousness/ his"" (H6666/H9023=HNcfsc/Sp3ms)",H6666 H9023,HNcfpc Sp3ms,H6666 H9023,HNcfsc Sp3ms
Ezk,22,18,7,לְ/סִ֑יג,"K= le./sug (לְ/סוּג) ""<into>/ dross"" (H9005/H5509=HR/Ncbsa)",H9005 H5509,HR Ncmsa,H9005 H5509,HR Ncbsa
Ezk,23,43,5,יִזְנ֥וּ,"K= yiz.nuh (יִזְנֻה) ""he will act as a prostitute"" (H2181=HVqi3ms)",H2181,HVqi3mp,H2181,HVqi3ms
Ezk,27,3,3,הַ/יֹּשֶׁ֙בֶת֙,"K= hai./yo.she.vo.tei (הַ/יֹּשַׁבְתִּי) ""that/ sits"" (H9009/H3427=HTd/Vqrfsc)",H3427,HTd Vqrfsa,H3427,HTd Vqrfsc
Ezk,31,5,11,פֹארֹתָ֛י/ו,"K= fo.ro.to/v (פֹארָת/וֹ) ""branch/ its"" (H6288A/H9023=HNcfsc/Sp3ms)",H6288A H9023,HNcfpc Sp3ms,H6288A H9023,HNcfsc Sp3ms
Ezk,31,18,25,הֲמונ֔/וֹ,"K= ha.mo.No/h (הֲמוֹנֹ֔/ה) ""multitude/ his"" (H1995A/H9023=HNcbsc/Sp3ms)",H1995A H9023,HNcmsc Sp3ms,H1995A H9023,HNcbsc Sp3ms
Ezk,32,31,7,הֲמוֹנ֑/וֹ,"K= ha.mo.no/h (הֲמוֹנֹ/ה) ""multitude/ his"" (H1995A/H9023=HNcbsc/Sp3ms)",H1995A H9023,HNcmsc Sp3ms,H1995A H9023,HNcbsc Sp3ms
Ezk,32,32,15,הֲמונ֔/וֹ,"K= ha.mo.No/h (הֲמוֹנֹ֔/ה) ""multitude/ his"" (H1995A/H9023=HNcbsc/Sp3ms)",H1995A H9023,HNcmsc Sp3ms,H1995A H9023,HNcbsc Sp3ms
Ezk,33,13,12,צִדְקֹתָי/ו֙,"K= tzid.ka.to/v (צִדְקָת/וֹ) ""righteousness/ his"" (H6666/H9023=HNcfsc/Sp3ms)",H6666 H9023,HNcfpc Sp3ms,H6666 H9023,HNcfsc Sp3ms
Ezk,33,16,2,חַטֹּאתָי/ו֙,"K= cha.ta.to/v (חַטָּאת/וֹ) ""sin/ his"" (H2403B/H9023=HNcfsc/Sp3ms)",H2403B H9023,HNcfpc Sp3ms,H2403B H9023,HNcfsc Sp3ms
