book,chapter,verse,word_index,Qere,Ketiv,Strongs Q,Parsing Q,Strongs K,Parsing K
Ezk,23,43,4,עַתָּ֛ה,"K= a.ta (עֵת) ""time"" (H6256=HNcbsc)",H6258,HD,H6256,HNcbsc
Ezk,25,7,8,לְ/בַז֙,"K= le./vag (לְ/בַג) ""as/ spoil"" (H9005/H0897=HR/Ncbsa)",H9005 H0957,HR Ncmsa,H9005 H0897,HR Ncbsa
Ezk,25,9,16,וְ/קִרְיָתָֽיְמָ/ה\׃,"K= ve./kir.ya.te.ma/h (וְ/קִרְיָתְמָ/ה\׃) ""and/ Kiriathaim/ <towards>"" (H9002/H7156G/H9024\H9016=HC/Npl/Sd)",H7156G H9011 H9016,Npl Sd,H7156G H9024 H9016,Npl Sd
Ezk,28,3,4,מִ/דָּֽנִיֵּ֑אל,"K= mi./da.ni.'el (מִ/דָּנִאֵל) ""more than/ Daniel"" (H9006/H1840G=HR/Npm)",H9006 H1841H,HR Npm,H9006 H1840G,HR Npm
Ezk,29,7,3,בַ/כַּף֙,"K= va./kaf./kha (בַ/כַּפְ/ךָ) ""by/ <the> hand/ your"" (H9003/H3709G/H9021=HRd/Ncbsc/Sp2ms)",H9003 H3709G,HRd Ncfsa,H9003 H3709G H9021,HRd Ncbsc Sp2ms
Ezk,32,32,4,חִתִּיתִ֖/י,"K= chi.ti.to/v (חִתִּית/וֹ) ""terror/ his"" (H2851/H9023=HNcfsc/Sp3ms)",H2851 H9020,HNcfsc Sp1bs,H2851 H9023,HNcfsc Sp3ms
Ezk,35,9,6,תָשֹׁ֑בְנָה,"K= tei.shav.nah (תֵישַׁבְנָה) ""they will dwell"" (H3427=HVqi2fp)",H7725G,HVqi2fp,H3427,HVqi2fp
Ezk,36,13,10,אָ֑תְּ,"K= 'a.ti (אָתִּי) ""you"" (H0859B=HPp2fs)",H0859C,HPp2fs,H0859B,HPp2fs
Ezk,36,14,8,תְשַׁכְּלִי,"K= te.kha.she.li- (תְכַשְּׁלִי) ""you will make stumble"" (H3782=HVpi2fs)",H7921A,HVpi2fs,H3782,HVpi2fs
Ezk,40,34,6,אֵלָ֖י/ו,"K= 'e.lo/v (אֵל/וֹ) ""to/ it"" (H0413/H9033=HRd/Sp3ms)",H0352B H9023,HNcmpc Sp3ms,H0413 H9033,HRd Sp3ms
Ezk,40,36,2,אֵלָ֣י/ו,"K= 'e.lo/v (אֵל/וֹ) ""to/ it"" (H0413/H9033=HRd/Sp3ms)",H0352B H9023,HNcmpc Sp3ms,H0413 H9033,HRd Sp3ms
Ezk,41,8,6,מוּסְד֤וֹת,"K= me.yu.se.dot (מְיֻסְּדוֹת) ""[the] foundations of"" (H4328=HNcfpc)",H4145,HVprfpc,H4328,HNcfpc
Ezk,41,15,10,וְ/אַתִּיקֶ֛י/הָא,"K= ve./'a.tu.kei./ha' (וְ/אַתּוּקֵי/הָא) ""and/ galleries/ its"" (H9002/H0862A/H9024=HC/Ncmpc/Sp3fs)",H0862B H9024,Ncmpc Sp3fs,H0862A H9024,Ncmpc Sp3fs
Ezk,42,9,1,וּ/מִ/תַּ֖חַת,"K= u./mi./ta.cha.ta/h (וּ/מִ/תַּחֲתָ/ה) ""and/ [was] from/ under/ it"" (H9002/H9006/H8478G/H9034=HC/R/Ncbsc/Sp3fs)",H9006 H8478G,R Ncmsc,H9006 H8478G H9034,R Ncbsc Sp3fs
Ezk,42,9,4,הַ/מֵּבִיא֙,"K= ha./ma.Vo' (הַ/מָּבוֹא) ""the/ entrance"" (H9009/H3996=HTd/Ncbsa)",H0935G,HTd Vhrmsa,H3996,HTd Ncbsa
Ezk,42,16,7,מֵא֥וֹת,"K= 'e.mot (אַמּוֹת) ""cubits"" (H0520A=HNcfpa)",H3967,HAcfpc,H0520A,HNcfpa
Ezk,43,11,17,צ֨וּרֹתָ֤י/ו,"K= tzu.ro.ta/i (צוֹרָתִ/י) ""designs/ my"" (H6699/H9020=HNcfpc/Sp1bs)",H6699 H9023,HNcfpc Sp3ms,H6699 H9020,HNcfpc Sp1bs
Ezk,44,3,7,לֶ/אֱכָל,"K= le./'e.khol- (לֶ/אֱכוֹל\־) ""to/ eat"" (H9005/H0398\H9014=HR/Vqcc)",H9005 H0398,HR Vqcc,H9005 H0398 H9014,HR Vqcc
Ezk,44,24,5,לְ/מִשְׁפָּ֔ט,"K= li/sh.pot (לִ/שְׁפֹּט) ""to/ judge"" (H9005/H8199=HR/Vqcc)",H9005 H4941G,HR Ncmsa,H9005 H8199,HR Vqcc
Ezk,46,19,17,בַּ/יַּרְכָתַ֖יִם,"K= ba/i.yar.kho.ti/m (בַּ/יַּרְכֹתִ/ם) ""in/ <the> remotest part/ their"" (H9003/H3411/H9028=HR/Ncfsc/Sp3mp)",H9003 H3411,HRd Ncfda,H9003 H3411 H9028,HR Ncfsc Sp3mp
Ezk,48,16,12,,"K= cha.mesh (חֲמֵשׁ) ""five"" (H2568=HAcbsc)",,,H2568,HAcbsc
Dan,2,5,4,לְ/כַשְׂדָּ/אֵ֔י,"K= le./khas.da.ye/' (לְ/כַשְׂדָּיֵ/א) ""to/ Chaldeans/ the"" (H9005/H3779/H9010=AR/Ngmpd/Ta)",H9005 H3779 H9020,AR Ngmpd Ta,H9005 H3779 H9010,AR Ngmpd Ta
Dan,2,10,2,כַשְׂדָּ/אֵ֤י,"K= khas.da.ye/' (כַשְׂדָּיֵ/א) ""Chaldeans/ the"" (H3779/H9010=ANgmpd/Ta)",H3779 H9020,ANgmpd Ta,H3779 H9010,ANgmpd Ta
Dan,2,33,5,מִנְּ/הֵין֙,"K= mi.ne./hon (מִנְּ/הוֹן) ""some of/ them"" (H4481/H9038=AR/Sp3mp)",H4481 H9039,AR Sp3fp,H4481 H9038,AR Sp3mp
Dan,2,33,8,וּ/מִנְּ/הֵ֖ין,"K= u./mi.ne./hon (וּ/מִנְּ/הוֹן) ""and/ some of/ them"" (H9002/H4481/H9038=AC/R/Sp3mp)",H4481 H9039,AC R Sp3fp,H4481 H9038,AC R Sp3mp
Dan,2,38,14,אַנְתְּ,"K= 'an.tah- (אַנְתָּה\־) ""you"" (H0607\H9014=APp2ms)",H0607,APp2ms,H0607 H9014,APp2ms
Dan,2,41,5,מִנְּ/הֵ֞ן,"K= mi.ne./hon (מִנְּ/הוֹן) ""some of/ them"" (H4481/H9038=AR/Sp3mp)",H4481 H9039,AR Sp3fp,H4481 H9038,AR Sp3mp
Dan,2,41,9,וּ/מִנְּ/הֵ֣ין,"K= u./mi.ne./hon (וּ/מִנְּ/הוֹן) ""and/ some of/ them"" (H9002/H4481/H9038=AC/R/Sp3mp)",H4481 H9039,AC R Sp3fp,H4481 H9038,AC R Sp3mp
Dan,2,42,3,מִנְּ/הֵ֥ין,"K= mi.ne./hon (מִנְּ/הוֹן) ""some of/ them"" (H4481/H9038=AR/Sp3mp)",H4481 H9039,AR Sp3fp,H4481 H9038,AR Sp3mp
Dan,2,42,5,וּ/מִנְּ/הֵ֣ין,"K= u./mi.ne./hon (וּ/מִנְּ/הוֹן) ""and/ some of/ them"" (H9002/H4481/H9038=AC/R/Sp3mp)",H4481 H9039,AC R Sp3fp,H4481 H9038,AC R Sp3mp
Dan,3,29,11,שָׁלוּ֙,"K= she.lah (שֵׁלָה) ""negligence"" (H7955=ANcbsa)",H7960,ANcbsa,H7955,ANcbsa
Dan,4,7(4,5,כַּשְׂדָּ/אֵ֖י,"K= kas.da.ye/' (כַּשְׂדָּיֵ/א) ""Chaldeans/ the"" (H3779/H9010=ANgmpd/Ta)",H3779 H9020,ANgmpd Ta,H3779 H9010,ANgmpd Ta
Dan,5,7,6,כַּשְׂדָּ/אֵ֖י,"K= kas.di/' (כַּשְׂדָּיֵ/א) ""Chaldeans/ the"" (H3779/H9010=ANgmpd/Ta)",H3779 H9020,ANgmpd Ta,H3779 H9010,ANgmpd Ta
Dan,5,8,10,וּ/פִשְׁרֵ֖/הּ,"K= u./fish.ra/' (וּ/פִשְׁרָ/א) ""and/ interpretation/ the"" (H9002/H6591/H9010=AC/Ncbsd/Ta)",H6591 H9023,AC Ncbsc Sp3ms,H6591 H9010,AC Ncbsd Ta
Dan,5,31(6,2,מָֽדָאָ֔/ה,"K= ma.da.ya/' (מָֽדָיָ֔/א) ""Mede/ the"" (H4076G/H9010=ANgbsd/Ta)",H4077 H9010,ANgbsd Ta,H4076G H9010,ANgbsd Ta
Dan,7,8,9,בֵּֽינֵי/הֵ֔ן,"K= bei.nei./hon (בֵּינֵי/הוֹן) ""between/ them"" (H0997/H9038=ANcmpc/Sp3mp)",H0997 H9039,ANcmpc Sp3fp,H0997 H9038,ANcmpc Sp3mp
Dan,7,19,11,כָּלְּ/הֵ֑ין,"K= ka.le./hon (כָּלְּ/הוֹן) ""all of/ them"" (H3606/H9028=ANcbsc/Sp3mp)",H3606 H9029,ANcbsc Sp3fp,H3606 H9028,ANcbsc Sp3mp
Dan,9,18,5,פְּקַ֣ח,"K= pik.cha/h (פִּקְחָ/ה) ""open/ !"" (H6491/H9012=HVqv2ms/Sh)",H6491,HVqv2ms,H6491 H9012,HVqv2ms Sh
Dan,9,24,11,וּ/לְ/הָתֵ֤ם,"K= u./la/ch.tom (וּ/לַ/חְתֹּם) ""and/ to/ seal up"" (H9002/H9005/H2856=HC/R/Vqcc)",H9005 H8552,R Vhcc,H9005 H2856,R Vqcc
Dan,11,18,1,וְ/יָשֵׂ֧ם,"K= ve./ya.shev (וְ/יָשֵׁב) ""and/ he will turn"" (H9002/H7725L=HC/Vhj3ms)",H7760H,Vqj3ms,H7725L,Vhj3ms
Hos,8,12,3,רֻבֵּ֖י,"K= ri.bov (רִבּוֹ) ""ten thousand of"" (H7239=HNcbsc)",H7230,HNcmpc,H7239,HNcbsc
Hos,9,16,6,בַֽל,"K= ve.li- (בְלִי) ""without"" (H1097=HTn)",H1077,HTn,H1097,HTn
Hos,10,10,8,עוֹנֹתָֽ/ם\׃,"K= ei.no.ta/m (עֵינֹתָ/ם\׃) ""eyes/ their"" (H5869K/H9028\H9016=HNcfpc/Sp3mp)",H5771H H9028 H9016,HNcfpc Sp3mp,H5869K H9028 H9016,HNcfpc Sp3mp
Amo,8,4,6,עֲנִיֵּי,"K= an.vei- (עַנְוֵי) ""[the] humble [people] of"" (H6035=HAampc)",H6041,HAampc,H6035,HAampc
Amo,8,8,14,וְ/נִשְׁקְעָ֖ה,"K= ve./nish.kah (וְ/נִשְׁקָה) ""and/ it will be watered"" (H9001/H8248G=Hc/VNq3fs)",H8257,VNq3fs,H8248G,VNq3fs
Zep,2,9,27,גּוֹיִ֖/י,"K= goy (גּוֹי) ""[the] nation"" (H1471A=HNcbsc)",H1471A H9020,HNcmsc Sp1bs,H1471A,HNcbsc
Zec,1,16,14,וְ/קָ֥ו,"K= ve./ka.vah (וְ/קָוָה) ""and/ a measuring-line"" (H9002/H6961=HC/Ncbsa)",H6957B,Ncmsa,H6961,Ncbsa
Zec,11,2,15,הַ/בָּצִֽיר\׃,"K= ha./ba.tzur (הַ/בָּצוּר\׃) ""<the>/ older"" (H9009/H1208\H9016=HTd/Aamsa)",H1210 H9016,HTd Ncmsa,H1208 H9016,HTd Aamsa
Zec,14,2,13,תִּשָּׁכַ֑בְנָה,"K= ti.sha.gal.nah (תִּשָּׁגַלְנָה) ""they will be raped"" (H7693=HVNi3fp)",H7901I,HVNi3fp,H7693,HVNi3fp
Zec,14,6,8,וְ/קִפָּאֽוֹן\׃,"K= yik.pe.'u/n (יִקְפְּאוּ/ן\׃) ""they will contract/ !"" (H7087B/H9013\H9016=HVqi3mp/Sn)",H7087B H9016,Ncmsa,H7087B H9013 H9016,HVqi3mp Sn
